Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Acc,Times
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,16,714.5000000000001,16
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,18,742.1,18
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,2,25,2
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,4,54.30000000000007,4
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,7,293,7
18-Ita7ConNon-B7,B7,Con,Non,Ita,5329,10,532.9,Non Con,9,423.70000000000005,9
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,11,468.70000000000005,11
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,14,772.1999999999999,14
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,16,816.8000000000001,16
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,18,803.8000000000001,18
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,2,65.5,2
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,4,143.60000000000002,4
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,7,292.70000000000005,7
18-Ita8BacNon-B8,B8,Bac,Non,Ita,4854,10,485.4,Non Bac,9,365,9
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,11,550.9,11
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,14,667.9999999999999,14
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,16,674.8000000000001,16
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,18,612.275,18
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,2,153.69999999999993,2
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,4,209.19999999999993,4
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,7,217,7
18-Ita9LevNon-B9,B9,Lev,Non,Ita,4776,10,477.6,Non Lev,9,512.3,9
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,11,339.2,11
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,14,511.49999999999994,14
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,16,532.5999999999999,16
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,18,519.0999999999999,18
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,2,35.89999999999998,2
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,4,93.09999999999997,4
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,7,138.09999999999997,7
19-Can3ConSte-B3,B3,Con,Ste,Can,4648,10,464.8,Ste Con,9,196.49999999999994,9
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,11,481.69999999999993,11
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,14,731.4999999999999,14
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,16,761.5666666666667,16
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,18,747.9,18
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,2,124.10000000000002,2
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,4,226.5,4
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,7,372.79999999999995,7
19-Gre1LevSte-B1,B1,Lev,Ste,Gre,6381,10,638.1,Ste Lev,9,379.5,9
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,11,511.20000000000005,11
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,14,690.7,14
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,16,755.5,16
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,18,758.7,18
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,2,89.79999999999995,2
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,4,161.70000000000005,4
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,7,198.10000000000002,7
19-Gre2ConSte-B2,B2,Con,Ste,Gre,5205,10,520.5,Ste Con,9,349.4,9
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,11,446.69999999999993,11
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,14,761.4,14
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,16,794.1999999999999,16
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,18,879.3444444444443,18
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,2,137.29999999999995,2
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,4,235.69999999999993,4
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,7,276.29999999999995,7
19-Gre7ConSte-B7,B7,Con,Ste,Gre,4491,10,449.1,Ste Con,9,334.9,9
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,11,348.79999999999995,11
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,14,509.4,14
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,16,717.5111111111111,16
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,18,734.4,18
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,2,53.39999999999998,2
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,4,115.79999999999995,4
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,7,194.5,7
19-Gre9BacSer-B9,B9,Bac,Ser,Gre,5086,10,508.6,Ser Bac,9,312.5,9
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,11,508.7,11
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,14,592.3999999999999,14
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,16,609.5,16
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,18,632.9666666666667,18
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,2,107.19999999999999,2
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,4,163.59999999999997,4
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,7,211.7,7
19-Ita10LevSte-B10,B10,Lev,Ste,Ita,4527,10,452.7,Ste Lev,9,383.50000000000006,9
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,11,520.0222222222221,11
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,14,773.675,14
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,16,827.425,16
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,18,831.425,18
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,2,167.29999999999995,2
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,4,318.19999999999993,4
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,7,343.4,7
19-Ita4LevNon-B4,B4,Lev,Non,Ita,5712,10,571.2,Non Lev,9,450.4666666666666,9
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,11,415.5,11
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,14,534.6,14
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,16,606.7,16
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,18,613,18
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,2,39.799999999999955,2
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,4,138.60000000000002,4
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,7,179.10000000000002,7
19-Ita5BacSte-B5,B5,Bac,Ste,Ita,4275,9,475,Ste Bac,9,307.6,9
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,11,524.4000000000001,11
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,14,725.7,14
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,16,694.7,16
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,18,697.3666666666668,18
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,2,189.80000000000007,2
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,4,302.1,4
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,7,295.6,7
19-Ita6LevSte-B6,B6,Lev,Ste,Ita,6393,10,639.3,Ste Lev,9,374.6,9
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,11,315.6777777777778,11
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,14,555.7888888888889,14
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,16,641.275,16
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,18,617.025,18
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,2,90.10000000000002,2
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,4,156.45555555555552,4
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,7,160.89999999999998,7
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,5161,10,516.1,Ser Lev,9,231.01111111111106,9
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,11,447.3,11
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,14,614.6000000000001,14
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,16,639.6000000000001,16
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,18,641.9000000000001,18
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,2,114.09999999999997,2
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,4,189.3,4
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,7,267.90000000000003,7
2-Can10LevNon-B10,B10,Lev,Non,Can,4178,10,417.8,Non Lev,9,279.40000000000003,9
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,11,298.20000000000005,11
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,14,443.6,14
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,16,478,16
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,18,489.79999999999995,18
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,2,108.29999999999995,2
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,4,168.29999999999995,4
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,7,194.89999999999998,7
2-Can1LevSer-B1,B1,Lev,Ser,Can,5340,10,534,Ser Lev,9,235.20000000000005,9
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,11,444.2,11
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,14,762.9000000000001,14
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,16,778,16
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,18,773.7,18
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,2,179.2,2
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,4,312.7,4
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,7,353.49999999999994,7
2-Can7BacNon-B7,B7,Bac,Non,Can,4783,10,478.3,Non Bac,9,377.8,9
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,11,453.7,11
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,14,556,14
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,16,614.8,16
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,18,687.8,18
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,2,125.99999999999994,2
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,4,174.90000000000003,4
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,7,249.2,7
2-Can8BacSte-B8,B8,Bac,Ste,Can,4373,10,437.3,Ste Bac,9,369.59999999999997,9
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,11,360.625,11
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,14,416.375,14
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,16,419.25,16
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,18,494,18
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,2,32,2
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,4,54.55555555555554,4
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,7,99.33333333333337,7
2-Gre5LevSer-B5,B5,Lev,Ser,Gre,7210,10,721,Ser Lev,9,232.125,9
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,11,597.8000000000001,11
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,14,890.8000000000001,14
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,16,883.6,16
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,18,842.3000000000001,18
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,2,160,2
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,4,326.9,4
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,7,339.6,7
2-Gre6ConNon-B6,B6,Con,Non,Gre,5681,10,568.1,Non Con,9,495.9,9
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,11,635.0000000000001,11
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,14,779.7111111111111,14
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,16,792.9333333333333,16
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,18,789.3777777777779,18
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,2,100.30000000000007,2
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,4,212.39999999999998,4
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,7,339.30000000000007,7
2-Ita2ConNon-B2,B2,Con,Non,Ita,5504,10,550.4,Non Con,9,421.6,9
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,11,543.3,11
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,14,758,14
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,16,767.7,16
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,18,739.3999999999999,18
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,2,140.5999999999999,2
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,4,244.0999999999999,4
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,7,313.5,7
2-Ita3LevSte-B3,B3,Lev,Ste,Ita,5882,10,588.2,Ste Lev,9,429.69999999999993,9
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,11,240.375,11
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,14,475,14
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,16,549.8333333333333,16
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,18,711.2,18
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,2,-0.5,2
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,4,11.100000000000023,4
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,7,264.125,7
2-Ita4ConSer-B4,B4,Con,Ser,Ita,6070,10,607,Ser Con,9,225.375,9
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,11,405.1,11
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,14,606.8777777777779,14
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,16,584.3222222222222,16
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,18,588.35,18
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,2,111.10000000000002,2
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,4,159.5,4
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,7,214.60000000000002,7
2-Ita9ConSer-B9,B9,Con,Ser,Ita,5029,10,502.9,Ser Con,9,380.9,9
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,11,541.2,11
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,14,707.7,14
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,16,710.4000000000001,16
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,18,708.9000000000001,18
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,2,78.39999999999998,2
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,4,199.29999999999995,4
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,7,253.70000000000005,7
20-Can10LevSte-B10,B10,Lev,Ste,Can,4740,10,474,Ste Lev,9,321.4,9
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,11,450.1,11
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,14,712.4999999999999,14
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,16,713.6999999999999,16
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,18,687.6,18
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,2,56.69999999999993,2
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,4,154.19999999999993,4
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,7,319.1,7
20-Can4LevNon-B4,B4,Lev,Non,Can,4991,10,499.1,Non Lev,9,378.29999999999995,9
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,11,309.92222222222216,11
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,14,441.14444444444445,14
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,16,520.9222222222222,16
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,18,506.03333333333336,18
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,2,61.80000000000001,2
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,4,131.92222222222216,4
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,7,203.5888888888889,7
20-Can8LevSer-B8,B8,Lev,Ser,Can,4463,10,446.3,Ser Lev,9,257.4777777777778,9
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,11,465.0666666666666,11
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,14,609.7333333333332,14
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,16,645.9555555555556,16
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,18,669.6222222222221,18
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,2,139.84444444444443,2
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,4,190.0666666666666,4
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,7,230.51111111111106,7
20-Gre3ConSte-B3,B3,Con,Ste,Gre,5436,10,543.6,Ste Con,9,360.73333333333335,9
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,11,560.5999999999999,11
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,14,602.3999999999999,14
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,16,673.0999999999999,16
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,18,825.3,18
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,2,121.90000000000003,2
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,4,208.50000000000006,4
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,7,291.40000000000003,7
20-Gre5BacSte-B5,B5,Bac,Ste,Gre,5112,10,511.2,Ste Bac,9,360.3,9
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,11,520.5,11
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,14,852.9000000000001,14
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,16,912.8,16
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,18,905.7,18
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,2,42.700000000000045,2
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,4,186.5,4
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,7,357.4000000000001,7
20-Gre6LevSte-B6,B6,Lev,Ste,Gre,6253,10,625.3,Ste Lev,9,441.9000000000001,9
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,11,392.1,11
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,14,623.6,14
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,16,626.725,16
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,18,599.1,18
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,2,125.5,2
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,4,207.70000000000005,4
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,7,308.87777777777785,7
20-Ita1LevSte-B1,B1,Lev,Ste,Ita,5539,10,553.9,Ste Lev,9,311.1,9
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,11,525.9000000000001,11
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,14,648.4000000000001,14
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,16,883.8333333333333,16
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,18,846.1666666666667,18
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,2,41.799999999999955,2
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,4,174.79999999999995,4
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,7,305.9,7
20-Ita2ConSte-B2,B2,Con,Ste,Ita,6085,10,608.5,Ste Con,9,299.5,9
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,11,471.70000000000005,11
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,14,727.5,14
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,16,772.3999999999999,16
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,18,762.4666666666667,18
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,2,109,2
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,4,201.79999999999995,4
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,7,296.4,7
20-Ita7ConSte-B7,B7,Con,Ste,Ita,5982,10,598.2,Ste Con,9,401.29999999999995,9
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,11,333.74444444444447,11
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,14,552.6333333333334,14
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,16,672.3,16
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,18,678.411111111111,18
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,2,20.400000000000034,2
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,4,84.74444444444447,4
20-Ita9BacSer-B9,B9,Bac,Ser,Ita,4437,10,443.7,Ser Bac,7,171.18888888888893,7
