Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Acc,Times
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,18,587.775,18
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,2,29.19999999999999,2
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,4,43.89999999999998,4
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,7,76.19999999999999,7
24-Can6ConSer-B6,B6,Con,Ser,Can,4026,10,402.6,Ser Con,9,252.52499999999998,9
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,11,394.4,11
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,14,514.1,14
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,16,563.5,16
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,18,559.7,18
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,2,45,2
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,4,116,4
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,7,177.10000000000002,7
24-Gre10ConSer-B10,B10,Con,Ser,Gre,3890,10,389,Ser Con,9,289.29999999999995,9
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,11,292.3,11
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,14,538,14
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,16,499.7,16
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,18,500.59999999999997,18
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,2,64.09999999999997,2
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,4,135.59999999999997,4
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,7,198.59999999999997,7
24-Gre7ConSer-B7,B7,Con,Ser,Gre,5058,10,505.8,Ser Con,9,277.7,9
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,11,515.0222222222221,11
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,14,710.911111111111,14
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,16,728.3555555555556,16
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,18,678.6888888888889,18
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,2,100.9111111111111,2
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,4,235.24444444444447,4
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,7,276.1333333333334,7
24-Gre8ConSte-B8,B8,Con,Ste,Gre,5112,10,511.2,Ste Con,9,372.46666666666664,9
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,11,412.7888888888889,11
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,14,527.7888888888889,14
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,16,574.2333333333332,16
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,18,597.2333333333332,18
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,2,98.01111111111106,2
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,4,144.23333333333335,4
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,7,129.5666666666666,7
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,5221,10,522.1,Ser Bac,9,319.12222222222215,9
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,11,403.79999999999995,11
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,14,467,14
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,16,436.4,16
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,18,503.8444444444443,18
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,2,47.799999999999955,2
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,4,122.79999999999995,4
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,7,170.19999999999993,7
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,5436,10,543.6,Ser Bac,9,304,9
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,11,312.6,11
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,14,367.85,14
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,16,508.9571428571429,16
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,18,494.4333333333333,18
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,2,12,2
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,4,-9.399999999999977,4
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,7,121.76666666666665,7
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,5729,10,572.9,Ser Bac,9,127.10000000000002,9
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,11,468.19999999999993,11
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,14,693.6,14
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,16,744.9999999999999,16
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,18,847.8444444444443,18
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,2,101.60000000000002,2
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,4,221.29999999999995,4
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,7,319.1,7
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,5106,10,510.6,Ste Lev,9,374.9,9
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,11,472.20000000000005,11
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,14,703.1555555555557,14
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,16,695.7111111111111,16
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,18,724.0444444444444,18
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,2,95.30000000000007,2
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,4,270,4
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,7,335.5,7
25-Can1BacNon-B1,B1,Bac,Non,Can,4864,10,486.4,Non Bac,9,412.1,9
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,11,477,11
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,14,871,14
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,16,855.6000000000001,16
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,18,832.2,18
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,2,70.20000000000005,2
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,4,212.60000000000002,4
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,7,341.70000000000005,7
25-Gre6LevNon-B6,B6,Lev,Non,Gre,6073,10,607.3,Non Lev,9,372.1,9
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,11,526.3,11
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,14,721.8,14
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,16,739.8,16
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,18,698.175,18
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,2,63.69999999999993,2
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,4,107.39999999999998,4
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,7,328.19999999999993,7
25-Gre8LevNon-B8,B8,Lev,Non,Gre,5562,10,556.2,Non Lev,9,410.9,9
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,11,467.8,11
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,14,727.5,14
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,16,780.4000000000001,16
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,18,781.5,18
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,2,124.80000000000001,2
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,4,191.90000000000003,4
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,7,275.99999999999994,7
25-Gre9ConNon-B9,B9,Con,Non,Gre,4693,10,469.3,Non Con,9,434.40000000000003,9
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,11,291.7,11
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,14,351.03333333333336,14
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,16,398.575,16
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,18,419.95,18
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,2,35.39999999999998,2
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,4,84.5888888888889,4
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,7,130.92222222222222,7
25-Ita10BacSer-B10,B10,Bac,Ser,Ita,3703,10,370.3,Ser Bac,9,175.81111111111107,9
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,11,464,11
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,14,657.1999999999999,14
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,16,735.1,16
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,18,777.4999999999999,18
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,2,45,2
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,4,132.39999999999998,4
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,7,250.10000000000002,7
25-Ita2BacNon-B2,B2,Bac,Non,Ita,4981,10,498.1,Non Bac,9,402.6,9
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,11,535.9999999999999,11
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,14,764.8000000000001,14
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,16,794.9,16
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,18,786.4,18
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,2,13.399999999999977,2
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,4,142.89999999999998,4
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,7,275.69999999999993,7
25-Ita3BacSte-B3,B3,Bac,Ste,Ita,6006,10,600.6,Ste Bac,9,379.5,9
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,11,486.20000000000005,11
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,14,744.8999999999999,14
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,16,759.2444444444443,16
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,18,697.1333333333332,18
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,2,120.39999999999998,2
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,4,170.69999999999993,4
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,7,382.5,7
25-Ita4ConNon-B4,B4,Con,Non,Ita,6412,10,641.2,Non Con,9,410.89999999999986,9
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,11,497.51111111111106,11
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,14,540.9555555555556,14
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,16,675.1777777777778,16
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,18,723.6222222222221,18
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,2,54.299999999999955,2
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,4,155.19999999999993,4
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,7,157.60000000000002,7
25-Ita5ConSer-B5,B5,Con,Ser,Ita,6496,10,649.6,Ser Con,9,367.9,9
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,11,473.775,11
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,14,516.9,14
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,16,495.1857142857142,16
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,18,485.0666666666667,18
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,2,73.39999999999998,2
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,4,191.23333333333335,4
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,7,127.45555555555552,7
25-Ita7LevSer-B7,B7,Lev,Ser,Ita,6491,10,649.1,Ser Lev,9,382.65,9
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,11,245.375,11
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,14,272.125,14
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,16,278.125,16
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,18,275.125,18
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,2,30.333333333333314,2
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,4,107.33333333333337,4
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,7,109.75,7
26-Can10BacSer-B10,B10,Bac,Ser,Can,4580,10,458,Ser Bac,9,144.125,9
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,11,209.89999999999998,11
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,14,248.89999999999998,14
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,16,262.6,16
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,18,426.4,18
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,2,-20.488888888888937,2
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,4,-33.8857142857143,4
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,7,64.82857142857142,7
26-Can5ConSer-B5,B5,Con,Ser,Can,4256,10,425.6,Ser Con,9,141.6857142857143,9
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,11,207.075,11
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,14,331.45,14
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,16,292.95,16
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,18,347.9857142857143,18
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,2,29.366666666666674,2
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,4,97.5888888888889,4
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,7,79.47777777777782,7
26-Can7LevSer-B7,B7,Lev,Ser,Can,4803,10,480.3,Ser Lev,9,149.45,9
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,11,579.4000000000001,11
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,14,767.8,14
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,16,770.2777777777778,16
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,18,779.125,18
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,2,144.60000000000002,2
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,4,235.39999999999998,4
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,7,409.9000000000001,7
26-Gre1BacNon-B1,B1,Bac,Non,Gre,6545,10,654.5,Non Bac,9,492,9
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,11,622.3,11
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,14,780.2,14
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,16,781.0999999999999,16
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,18,773.8,18
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,2,202.20000000000005,2
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,4,325.1,4
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,7,347.20000000000005,7
26-Gre2BacNon-B2,B2,Bac,Non,Gre,5945,10,594.5,Non Bac,9,425.79999999999995,9
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,11,458.9,11
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,14,673.8000000000001,14
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,16,680.3000000000001,16
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,18,790.9888888888889,18
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,2,103.70000000000005,2
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,4,199.89999999999998,4
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,7,262.6,7
26-Gre3BacSte-B3,B3,Bac,Ste,Gre,6039,10,603.9,Ste Bac,9,349.80000000000007,9
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,11,519.6444444444445,11
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,14,734.3444444444445,14
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,16,790.6444444444445,16
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,18,796.4444444444445,18
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,2,152.34444444444443,2
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,4,237.34444444444443,4
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,7,298.1444444444445,7
26-Gre4ConNon-B4,B4,Con,Non,Gre,4433,9,492.55555555555554,Non Con,9,425.5444444444445,9
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,11,500.8222222222221,11
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,14,731.7222222222222,14
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,16,726.3222222222221,16
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,18,690.9222222222222,18
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,2,83.62222222222215,2
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,4,182.52222222222213,4
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,7,222.52222222222213,7
26-Ita6LevNon-B6,B6,Lev,Non,Ita,5659,9,628.7777777777778,Non Lev,9,386.7222222222222,9
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,11,537.5,11
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,14,710.6000000000001,14
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,16,699.9000000000001,16
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,18,707.8666666666668,18
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,2,121.20000000000005,2
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,4,209.10000000000002,4
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,7,268.80000000000007,7
26-Ita8LevNon-B8,B8,Lev,Non,Ita,5588,10,558.8,Non Lev,9,443.6,9
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,11,573.8,11
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,14,725.5999999999999,14
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,16,747.3999999999999,16
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,18,741.3,18
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,2,129.79999999999995,2
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,4,211.5999999999999,4
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,7,325,7
26-Ita9ConNon-B9,B9,Con,Non,Ita,5687,10,568.7,Non Con,9,500.0999999999999,9
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,11,530.3,11
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,14,680.3,14
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,16,669.2,16
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,18,678.8,18
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,2,144.40000000000003,2
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,4,246.59999999999997,4
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,7,267.59999999999997,7
27-Can2BacNon-B2,B2,Bac,Non,Can,4402,10,440.2,Non Bac,9,353.59999999999997,9
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,11,408,11
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,14,626.6,14
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,16,638.8000000000001,16
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,18,614.3000000000001,18
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,2,85.80000000000007,2
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,4,157.89999999999998,4
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,7,216.5,7
27-Can3BacSte-B3,B3,Bac,Ste,Can,4639,10,463.9,Ste Bac,9,272.9,9
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,11,376.9,11
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,14,668.3000000000001,14
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,16,641.1999999999999,16
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,18,624.1999999999999,18
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,2,85.60000000000002,2
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,4,221.70000000000005,4
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,7,263,7
27-Can4ConNon-B4,B4,Con,Non,Can,4489,10,448.9,Non Con,9,275,9
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,11,504,11
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,14,732.0000000000001,14
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,16,755.9,16
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,18,760.6999999999999,18
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,2,111.60000000000002,2
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,4,236.70000000000005,4
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,7,272.4,7
27-Can6LevNon-B6,B6,Lev,Non,Can,5154,10,515.4,Non Lev,9,389.4,9
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,11,502.59999999999997,11
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,14,799.4000000000001,14
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,16,756.1000000000001,16
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,18,736.8,18
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,2,171.3,2
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,4,272.59999999999997,4
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,7,309.90000000000003,7
27-Can8LevNon-B8,B8,Lev,Non,Can,3988,10,398.8,Non Lev,9,392.49999999999994,9
