Identity,Bloc,Trt,Wound,Strain,Time,Initial_Mass,Initial_Number,Initial_Mean,Mean,group,Mort_Acc,Times,Biomass
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,16,4595,10,459.5,1002.8333333333334,Ita Ser,4,16,6017
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,18,4595,10,459.5,1028.3333333333333,Ita Ser,4,18,6170
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,2,4595,10,459.5,424,Ita Ser,0,2,4240
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,4,4595,10,459.5,532.1111111111111,Ita Ser,1,4,4789
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,7,4595,10,459.5,522.7777777777778,Ita Ser,1,7,4705
11-Ita3BacSer-B3,B3,Bac,Ser,Ita,9,4595,10,459.5,685.5714285714286,Ita Ser,3,9,4799
11-Ita5ConSte-B5,B5,Con,Ste,Ita,0,6032,10,603.2,603.2,Ita Ste,0,0,6032
11-Ita5ConSte-B5,B5,Con,Ste,Ita,11,6032,10,603.2,1094.1,Ita Ste,0,11,10941
11-Ita5ConSte-B5,B5,Con,Ste,Ita,14,6032,10,603.2,1341.6,Ita Ste,0,14,13416
11-Ita5ConSte-B5,B5,Con,Ste,Ita,16,6032,10,603.2,1364.1,Ita Ste,0,16,13641
11-Ita5ConSte-B5,B5,Con,Ste,Ita,18,6032,10,603.2,1357.6,Ita Ste,0,18,13576
11-Ita5ConSte-B5,B5,Con,Ste,Ita,2,6032,10,603.2,666.7,Ita Ste,0,2,6667
11-Ita5ConSte-B5,B5,Con,Ste,Ita,4,6032,10,603.2,679.3,Ita Ste,0,4,6793
11-Ita5ConSte-B5,B5,Con,Ste,Ita,7,6032,10,603.2,875.1,Ita Ste,0,7,8751
11-Ita5ConSte-B5,B5,Con,Ste,Ita,9,6032,10,603.2,983.3,Ita Ste,0,9,9833
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,0,4783,10,478.3,478.3,Ita Ste,0,0,4783
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,11,4783,10,478.3,829.5,Ita Ste,2,11,6636
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,14,4783,10,478.3,964.3333333333334,Ita Ste,2,14,7714.666666666667
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,16,4783,10,478.3,1049.3333333333333,Ita Ste,2,16,8394.666666666666
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,18,4783,10,478.3,1074.3333333333333,Ita Ste,2,18,8594.666666666666
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,2,4783,10,478.3,503.8,Ita Ste,0,2,5038
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,4,4783,10,478.3,523.6666666666666,Ita Ste,1,4,4713
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,7,4783,10,478.3,586.8333333333334,Ita Ste,2,7,4694.666666666667
11-Ita6BacSte-B6,B6,Bac,Ste,Ita,9,4783,10,478.3,774.3333333333334,Ita Ste,2,9,6194.666666666667
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,0,4644,10,464.4,464.4,Ita Ser,0,0,4644
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,11,4644,10,464.4,886.2222222222222,Ita Ser,1,11,7976
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,14,4644,10,464.4,1013,Ita Ser,1,14,9117
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,16,4644,10,464.4,1118.25,Ita Ser,2,16,8946
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,18,4644,10,464.4,1153.5,Ita Ser,2,18,9228
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,2,4644,10,464.4,595.7777777777778,Ita Ser,1,2,5362
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,4,4644,10,464.4,656.1111111111111,Ita Ser,1,4,5905
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,7,4644,10,464.4,677.6666666666666,Ita Ser,1,7,6099
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,9,4644,10,464.4,782.2222222222222,Ita Ser,1,9,7040
12-Can1ConNon-B1,B1,Con,Non,Can,0,5328,10,532.8,532.8,Can Non,0,0,5328
12-Can1ConNon-B1,B1,Con,Non,Can,11,5328,10,532.8,995.6,Can Non,0,11,9956
12-Can1ConNon-B1,B1,Con,Non,Can,14,5328,10,532.8,1120.1,Can Non,0,14,11201
12-Can1ConNon-B1,B1,Con,Non,Can,16,5328,10,532.8,1188.3,Can Non,0,16,11883
12-Can1ConNon-B1,B1,Con,Non,Can,18,5328,10,532.8,1263.111111111111,Can Non,0,18,12631.111111111111
12-Can1ConNon-B1,B1,Con,Non,Can,2,5328,10,532.8,626.1,Can Non,0,2,6261
12-Can1ConNon-B1,B1,Con,Non,Can,4,5328,10,532.8,761.6,Can Non,0,4,7616
12-Can1ConNon-B1,B1,Con,Non,Can,7,5328,10,532.8,817,Can Non,0,7,8170
12-Can1ConNon-B1,B1,Con,Non,Can,9,5328,10,532.8,923.6,Can Non,0,9,9236
12-Can3BacSer-B3,B3,Bac,Ser,Can,0,4748,10,474.8,474.8,Can Ser,0,0,4748
12-Can3BacSer-B3,B3,Bac,Ser,Can,11,4748,10,474.8,780.1,Can Ser,0,11,7801
12-Can3BacSer-B3,B3,Bac,Ser,Can,14,4748,10,474.8,991.8,Can Ser,0,14,9918
12-Can3BacSer-B3,B3,Bac,Ser,Can,16,4748,10,474.8,1060.9,Can Ser,0,16,10609
12-Can3BacSer-B3,B3,Bac,Ser,Can,18,4748,10,474.8,1017.8888888888889,Can Ser,0,18,10178.888888888889
12-Can3BacSer-B3,B3,Bac,Ser,Can,2,4748,10,474.8,558.3,Can Ser,0,2,5583
12-Can3BacSer-B3,B3,Bac,Ser,Can,4,4748,10,474.8,587.4,Can Ser,0,4,5874
12-Can3BacSer-B3,B3,Bac,Ser,Can,7,4748,10,474.8,674,Can Ser,0,7,6740
12-Can3BacSer-B3,B3,Bac,Ser,Can,9,4748,10,474.8,743,Can Ser,0,9,7430
12-Can5ConSte-B5,B5,Con,Ste,Can,0,4157,10,415.7,415.7,Can Ste,0,0,4157
12-Can5ConSte-B5,B5,Con,Ste,Can,11,4157,10,415.7,837.2,Can Ste,0,11,8372
12-Can5ConSte-B5,B5,Con,Ste,Can,14,4157,10,415.7,979,Can Ste,0,14,9790
12-Can5ConSte-B5,B5,Con,Ste,Can,16,4157,10,415.7,1049.3,Can Ste,0,16,10493
12-Can5ConSte-B5,B5,Con,Ste,Can,18,4157,10,415.7,1047.5,Can Ste,0,18,10475
12-Can5ConSte-B5,B5,Con,Ste,Can,2,4157,10,415.7,449.6,Can Ste,0,2,4496
12-Can5ConSte-B5,B5,Con,Ste,Can,4,4157,10,415.7,528.7,Can Ste,0,4,5287
12-Can5ConSte-B5,B5,Con,Ste,Can,7,4157,10,415.7,660.1,Can Ste,0,7,6601
12-Can5ConSte-B5,B5,Con,Ste,Can,9,4157,10,415.7,718.7,Can Ste,0,9,7187
12-Can8BacSer-B8,B8,Bac,Ser,Can,0,4973,10,497.3,497.3,Can Ser,0,0,4973
12-Can8BacSer-B8,B8,Bac,Ser,Can,11,4973,10,497.3,793.6,Can Ser,0,11,7936
12-Can8BacSer-B8,B8,Bac,Ser,Can,14,4973,10,497.3,846.2,Can Ser,0,14,8462
12-Can8BacSer-B8,B8,Bac,Ser,Can,16,4973,10,497.3,969.4444444444445,Can Ser,1,16,8725
12-Can8BacSer-B8,B8,Bac,Ser,Can,18,4973,10,497.3,954.3333333333334,Can Ser,1,18,8589
12-Can8BacSer-B8,B8,Bac,Ser,Can,2,4973,10,497.3,568.3,Can Ser,0,2,5683
12-Can8BacSer-B8,B8,Bac,Ser,Can,4,4973,10,497.3,635.9,Can Ser,0,4,6359
12-Can8BacSer-B8,B8,Bac,Ser,Can,7,4973,10,497.3,637.2,Can Ser,0,7,6372
12-Can8BacSer-B8,B8,Bac,Ser,Can,9,4973,10,497.3,695.6,Can Ser,0,9,6956
12-Can9BacNon-B9,B9,Bac,Non,Can,0,4479,10,447.9,447.9,Can Non,0,0,4479
12-Can9BacNon-B9,B9,Bac,Non,Can,11,4479,10,447.9,1026.2,Can Non,0,11,10262
12-Can9BacNon-B9,B9,Bac,Non,Can,14,4479,10,447.9,1173.1,Can Non,0,14,11731
12-Can9BacNon-B9,B9,Bac,Non,Can,16,4479,10,447.9,1192,Can Non,0,16,11920
12-Can9BacNon-B9,B9,Bac,Non,Can,18,4479,10,447.9,1225,Can Non,0,18,12250
12-Can9BacNon-B9,B9,Bac,Non,Can,2,4479,10,447.9,547.7,Can Non,0,2,5477
12-Can9BacNon-B9,B9,Bac,Non,Can,4,4479,10,447.9,696.7,Can Non,0,4,6967
12-Can9BacNon-B9,B9,Bac,Non,Can,7,4479,10,447.9,736.5,Can Non,0,7,7365
12-Can9BacNon-B9,B9,Bac,Non,Can,9,4479,10,447.9,922.1,Can Non,0,9,9221
12-Gre10ConNon-B10,B10,Con,Non,Gre,0,4135,10,413.5,413.5,Gre Non,0,0,4135
12-Gre10ConNon-B10,B10,Con,Non,Gre,11,4135,10,413.5,1060.7,Gre Non,0,11,10607
12-Gre10ConNon-B10,B10,Con,Non,Gre,14,4135,10,413.5,1236.9,Gre Non,0,14,12369
12-Gre10ConNon-B10,B10,Con,Non,Gre,16,4135,10,413.5,1233.5,Gre Non,0,16,12335
12-Gre10ConNon-B10,B10,Con,Non,Gre,18,4135,10,413.5,1244.2,Gre Non,0,18,12442
12-Gre10ConNon-B10,B10,Con,Non,Gre,2,4135,10,413.5,587.7,Gre Non,0,2,5877
12-Gre10ConNon-B10,B10,Con,Non,Gre,4,4135,10,413.5,748.1,Gre Non,0,4,7481
12-Gre10ConNon-B10,B10,Con,Non,Gre,7,4135,10,413.5,780.4,Gre Non,0,7,7804
12-Gre10ConNon-B10,B10,Con,Non,Gre,9,4135,10,413.5,879,Gre Non,0,9,8790
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,0,6499,10,649.9,649.9,Gre Ste,0,0,6499
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,11,6499,10,649.9,1227.3,Gre Ste,0,11,12273
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,14,6499,10,649.9,1537.8,Gre Ste,0,14,15378
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,16,6499,10,649.9,1643.5555555555557,Gre Ste,1,16,14792
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,18,6499,10,649.9,1576.3333333333333,Gre Ste,1,18,14187
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,2,6499,10,649.9,783.3,Gre Ste,0,2,7833
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,4,6499,10,649.9,961.5,Gre Ste,0,4,9615
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,7,6499,10,649.9,1058.3,Gre Ste,0,7,10583
12-Gre6BacSte-B6,B6,Bac,Ste,Gre,9,6499,10,649.9,1119.4,Gre Ste,0,9,11194
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,0,4832,10,483.2,483.2,Gre Ste,0,0,4832
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,11,4832,10,483.2,843.6,Gre Ste,0,11,8436
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,14,4832,10,483.2,1023.7,Gre Ste,0,14,10237
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,16,4832,10,483.2,1061.9,Gre Ste,0,16,10619
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,18,4832,10,483.2,1184.111111111111,Gre Ste,1,18,10657
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,2,4832,10,483.2,562.1,Gre Ste,0,2,5621
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,4,4832,10,483.2,618.4,Gre Ste,0,4,6184
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,7,4832,10,483.2,712.1,Gre Ste,0,7,7121
12-Gre7LevSte-B7,B7,Lev,Ste,Gre,9,4832,10,483.2,780.3,Gre Ste,0,9,7803
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,0,7033,10,703.3,703.3,Ita Ser,0,0,7033
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,11,7033,10,703.3,1090.5555555555557,Ita Ser,1,11,9815
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,14,7033,10,703.3,1215.7777777777778,Ita Ser,1,14,10942
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,16,7033,10,703.3,1149.875,Ita Ser,1,16,10348.875
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,18,7033,10,703.3,1116.125,Ita Ser,1,18,10045.125
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,2,7033,10,703.3,758.9,Ita Ser,0,2,7589
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,4,7033,10,703.3,854.9,Ita Ser,0,4,8549
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,7,7033,10,703.3,910.6,Ita Ser,0,7,9106
12-Ita2LevSer-B2,B2,Lev,Ser,Ita,9,7033,10,703.3,970.5555555555555,Ita Ser,1,9,8735
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,0,5998,10,599.8,599.8,Ita Ste,0,0,5998
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,11,5998,10,599.8,1054.7,Ita Ste,0,11,10547
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,14,5998,10,599.8,1241.9,Ita Ste,0,14,12419
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,16,5998,10,599.8,1237.5555555555557,Ita Ste,0,16,12375.555555555557
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,18,5998,10,599.8,1200,Ita Ste,0,18,12000
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,2,5998,10,599.8,753.3,Ita Ste,0,2,7533
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,4,5998,10,599.8,843.8,Ita Ste,0,4,8438
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,7,5998,10,599.8,902.5,Ita Ste,0,7,9025
12-Ita4LevSte-B4,B4,Lev,Ste,Ita,9,5998,10,599.8,994,Ita Ste,0,9,9940
13-Can10BacSte-B10,B10,Bac,Ste,Can,0,3963,10,396.3,396.3,Can Ste,0,0,3963
13-Can10BacSte-B10,B10,Bac,Ste,Can,11,3963,10,396.3,882.6,Can Ste,0,11,8826
13-Can10BacSte-B10,B10,Bac,Ste,Can,14,3963,10,396.3,919.6,Can Ste,0,14,9196
13-Can10BacSte-B10,B10,Bac,Ste,Can,16,3963,10,396.3,909.6,Can Ste,0,16,9096
13-Can10BacSte-B10,B10,Bac,Ste,Can,18,3963,10,396.3,921.6,Can Ste,0,18,9216
13-Can10BacSte-B10,B10,Bac,Ste,Can,2,3963,10,396.3,524.5,Can Ste,0,2,5245
13-Can10BacSte-B10,B10,Bac,Ste,Can,4,3963,10,396.3,611.3,Can Ste,0,4,6113
13-Can10BacSte-B10,B10,Bac,Ste,Can,7,3963,10,396.3,619,Can Ste,0,7,6190
13-Can10BacSte-B10,B10,Bac,Ste,Can,9,3963,10,396.3,728.6,Can Ste,0,9,7286
13-Can4ConSte-B4,B4,Con,Ste,Can,0,4718,10,471.8,471.8,Can Ste,0,0,4718
13-Can4ConSte-B4,B4,Con,Ste,Can,11,4718,10,471.8,897.5,Can Ste,0,11,8975
13-Can4ConSte-B4,B4,Con,Ste,Can,14,4718,10,471.8,1136.8,Can Ste,0,14,11368
13-Can4ConSte-B4,B4,Con,Ste,Can,16,4718,10,471.8,1165.4,Can Ste,0,16,11654
13-Can4ConSte-B4,B4,Con,Ste,Can,18,4718,10,471.8,1112.5,Can Ste,0,18,11125
13-Can4ConSte-B4,B4,Con,Ste,Can,2,4718,10,471.8,581.5,Can Ste,0,2,5815
13-Can4ConSte-B4,B4,Con,Ste,Can,4,4718,10,471.8,693.3,Can Ste,0,4,6933
13-Can4ConSte-B4,B4,Con,Ste,Can,7,4718,10,471.8,797.6,Can Ste,0,7,7976
13-Can4ConSte-B4,B4,Con,Ste,Can,9,4718,10,471.8,822.6,Can Ste,0,9,8226
13-Can7BacSte-B7,B7,Bac,Ste,Can,0,4471,10,447.1,447.1,Can Ste,0,0,4471
13-Can7BacSte-B7,B7,Bac,Ste,Can,11,4471,10,447.1,874.7777777777778,Can Ste,1,11,7873
13-Can7BacSte-B7,B7,Bac,Ste,Can,14,4471,10,447.1,1003.2222222222222,Can Ste,1,14,9029
13-Can7BacSte-B7,B7,Bac,Ste,Can,16,4471,10,447.1,1087.6666666666667,Can Ste,1,16,9789
13-Can7BacSte-B7,B7,Bac,Ste,Can,18,4471,10,447.1,1074.888888888889,Can Ste,1,18,9674
13-Can7BacSte-B7,B7,Bac,Ste,Can,2,4471,10,447.1,552.1111111111111,Can Ste,1,2,4969
13-Can7BacSte-B7,B7,Bac,Ste,Can,4,4471,10,447.1,643.8888888888889,Can Ste,1,4,5795
13-Can7BacSte-B7,B7,Bac,Ste,Can,7,4471,10,447.1,678.6666666666666,Can Ste,1,7,6108
13-Can7BacSte-B7,B7,Bac,Ste,Can,9,4471,10,447.1,773.3333333333334,Can Ste,1,9,6960
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,0,6100,10,610,610,Gre Ste,0,0,6100
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,11,6100,10,610,1144.9,Gre Ste,0,11,11449
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,14,6100,10,610,1286.5,Gre Ste,0,14,12865
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,16,6100,10,610,1452.75,Gre Ste,1,16,13074.75
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,18,6100,10,610,1472.125,Gre Ste,1,18,13249.125
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,2,6100,10,610,735.2,Gre Ste,0,2,7352
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,4,6100,10,610,836.5,Gre Ste,0,4,8365
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,7,6100,10,610,952.5,Gre Ste,0,7,9525
13-Gre1BacSte-B1,B1,Bac,Ste,Gre,9,6100,10,610,1039.7,Gre Ste,0,9,10397
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,0,5975,10,597.5,597.5,Gre Ste,0,0,5975
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,11,5975,10,597.5,1078.6,Gre Ste,0,11,10786
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,14,5975,10,597.5,1349.7777777777778,Gre Ste,1,14,12148
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,16,5975,10,597.5,1351.5555555555557,Gre Ste,1,16,12164
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,18,5975,10,597.5,1318.888888888889,Gre Ste,1,18,11870
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,2,5975,10,597.5,711.7,Gre Ste,0,2,7117
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,4,5975,10,597.5,828.7,Gre Ste,0,4,8287
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,7,5975,10,597.5,834.9,Gre Ste,0,7,8349
13-Gre2LevSte-B2,B2,Lev,Ste,Gre,9,5975,10,597.5,936.6,Gre Ste,0,9,9366
13-Gre5LevNon-B5,B5,Lev,Non,Gre,0,5535,10,553.5,553.5,Gre Non,0,0,5535
13-Gre5LevNon-B5,B5,Lev,Non,Gre,11,5535,10,553.5,1253.5555555555557,Gre Non,1,11,11282
13-Gre5LevNon-B5,B5,Lev,Non,Gre,14,5535,10,553.5,1382.111111111111,Gre Non,1,14,12439
13-Gre5LevNon-B5,B5,Lev,Non,Gre,16,5535,10,553.5,1459.3333333333333,Gre Non,1,16,13134
13-Gre5LevNon-B5,B5,Lev,Non,Gre,18,5535,10,553.5,1448.125,Gre Non,1,18,13033.125
13-Gre5LevNon-B5,B5,Lev,Non,Gre,2,5535,10,553.5,670.7777777777778,Gre Non,1,2,6037
13-Gre5LevNon-B5,B5,Lev,Non,Gre,4,5535,10,553.5,789.7777777777778,Gre Non,1,4,7108
13-Gre5LevNon-B5,B5,Lev,Non,Gre,7,5535,10,553.5,938.8888888888889,Gre Non,1,7,8450
13-Gre5LevNon-B5,B5,Lev,Non,Gre,9,5535,10,553.5,1102.6666666666667,Gre Non,1,9,9924
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,0,6107,10,610.7,610.7,Gre Ste,0,0,6107
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,11,6107,10,610.7,1043.3333333333333,Gre Ste,1,11,9390
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,14,6107,10,610.7,1312.25,Gre Ste,2,14,10498
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,16,6107,10,610.7,1274.142857142857,Gre Ste,2,16,10193.142857142857
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,18,6107,10,610.7,1265.7142857142858,Gre Ste,2,18,10125.714285714286
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,2,6107,10,610.7,676.9,Gre Ste,0,2,6769
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,4,6107,10,610.7,784.4444444444445,Gre Ste,1,4,7060
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,7,6107,10,610.7,947.3333333333334,Gre Ste,1,7,8526
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,9,6107,10,610.7,991.2222222222222,Gre Ste,1,9,8921
13-Ita3ConNon-B3,B3,Con,Non,Ita,0,7356,10,735.6,735.6,Ita Non,0,0,7356
13-Ita3ConNon-B3,B3,Con,Non,Ita,11,7356,10,735.6,1271.3,Ita Non,0,11,12713
13-Ita3ConNon-B3,B3,Con,Non,Ita,14,7356,10,735.6,1469.1,Ita Non,0,14,14691
13-Ita3ConNon-B3,B3,Con,Non,Ita,16,7356,10,735.6,1492,Ita Non,0,16,14920
13-Ita3ConNon-B3,B3,Con,Non,Ita,18,7356,10,735.6,1483.8333333333333,Ita Non,0,18,14838.333333333332
13-Ita3ConNon-B3,B3,Con,Non,Ita,2,7356,10,735.6,831.3,Ita Non,0,2,8313
13-Ita3ConNon-B3,B3,Con,Non,Ita,4,7356,10,735.6,950.6,Ita Non,0,4,9506
13-Ita3ConNon-B3,B3,Con,Non,Ita,7,7356,10,735.6,1020.1,Ita Non,0,7,10201
13-Ita3ConNon-B3,B3,Con,Non,Ita,9,7356,10,735.6,1195.3,Ita Non,0,9,11953
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,0,5595,10,559.5,559.5,Ita Ser,0,0,5595
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,11,5595,10,559.5,1054.4,Ita Ser,0,11,10544
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,14,5595,10,559.5,1262.111111111111,Ita Ser,1,14,11359
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,16,5595,10,559.5,1224.6666666666667,Ita Ser,1,16,11022
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,18,5595,10,559.5,1209.3333333333333,Ita Ser,1,18,10884
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,2,5595,10,559.5,682.8,Ita Ser,0,2,6828
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,4,5595,10,559.5,810,Ita Ser,0,4,8100
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,7,5595,10,559.5,791.5,Ita Ser,0,7,7915
13-Ita6LevSer-B6,B6,Lev,Ser,Ita,9,5595,10,559.5,921.1,Ita Ser,0,9,9211
13-Ita9ConSte-B9,B9,Con,Ste,Ita,0,5052,10,505.2,505.2,Ita Ste,0,0,5052
13-Ita9ConSte-B9,B9,Con,Ste,Ita,11,5052,10,505.2,1086.75,Ita Ste,2,11,8694
13-Ita9ConSte-B9,B9,Con,Ste,Ita,14,5052,10,505.2,1254.5,Ita Ste,2,14,10036
13-Ita9ConSte-B9,B9,Con,Ste,Ita,16,5052,10,505.2,1242.625,Ita Ste,2,16,9941
13-Ita9ConSte-B9,B9,Con,Ste,Ita,18,5052,10,505.2,1238,Ita Ste,2,18,9904
13-Ita9ConSte-B9,B9,Con,Ste,Ita,2,5052,10,505.2,628.8888888888889,Ita Ste,1,2,5660
13-Ita9ConSte-B9,B9,Con,Ste,Ita,4,5052,10,505.2,765,Ita Ste,1,4,6885
13-Ita9ConSte-B9,B9,Con,Ste,Ita,7,5052,10,505.2,736,Ita Ste,1,7,6624
13-Ita9ConSte-B9,B9,Con,Ste,Ita,9,5052,10,505.2,982,Ita Ste,2,9,7856
14-Can2LevSte-B2,B2,Lev,Ste,Can,0,4264,10,426.4,426.4,Can Ste,0,0,4264
14-Can2LevSte-B2,B2,Lev,Ste,Can,11,4264,10,426.4,844.2,Can Ste,0,11,8442
14-Can2LevSte-B2,B2,Lev,Ste,Can,14,4264,10,426.4,1002.4,Can Ste,0,14,10024
14-Can2LevSte-B2,B2,Lev,Ste,Can,16,4264,10,426.4,1021,Can Ste,0,16,10210
14-Can2LevSte-B2,B2,Lev,Ste,Can,18,4264,10,426.4,996.4,Can Ste,0,18,9964
14-Can2LevSte-B2,B2,Lev,Ste,Can,2,4264,10,426.4,497,Can Ste,0,2,4970
14-Can2LevSte-B2,B2,Lev,Ste,Can,4,4264,10,426.4,585.3,Can Ste,0,4,5853
14-Can2LevSte-B2,B2,Lev,Ste,Can,7,4264,10,426.4,656.5,Can Ste,0,7,6565
14-Can2LevSte-B2,B2,Lev,Ste,Can,9,4264,10,426.4,737.2,Can Ste,0,9,7372
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,0,5183,10,518.3,518.3,Gre Ste,0,0,5183
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,11,5183,10,518.3,1054.2,Gre Ste,0,11,10542
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,14,5183,10,518.3,1238.2,Gre Ste,0,14,12382
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,16,5183,10,518.3,1233.4,Gre Ste,0,16,12334
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,18,5183,10,518.3,1241.2,Gre Ste,0,18,12412
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,2,5183,10,518.3,515.4,Gre Ste,0,2,5154
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,4,5183,10,518.3,634.3,Gre Ste,0,4,6343
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,7,5183,10,518.3,821.8,Gre Ste,0,7,8218
14-Gre10BacSte-B10,B10,Bac,Ste,Gre,9,5183,10,518.3,867.5,Gre Ste,0,9,8675
14-Gre3ConNon-B3,B3,Con,Non,Gre,0,4677,10,467.7,467.7,Gre Non,0,0,4677
14-Gre3ConNon-B3,B3,Con,Non,Gre,11,4677,10,467.7,1012.3,Gre Non,0,11,10123
14-Gre3ConNon-B3,B3,Con,Non,Gre,14,4677,10,467.7,1207.1,Gre Non,0,14,12071
14-Gre3ConNon-B3,B3,Con,Non,Gre,16,4677,10,467.7,1338.4,Gre Non,0,16,13384
14-Gre3ConNon-B3,B3,Con,Non,Gre,18,4677,10,467.7,1358.7,Gre Non,0,18,13587
14-Gre3ConNon-B3,B3,Con,Non,Gre,2,4677,10,467.7,672,Gre Non,0,2,6720
14-Gre3ConNon-B3,B3,Con,Non,Gre,4,4677,10,467.7,712.5,Gre Non,0,4,7125
14-Gre3ConNon-B3,B3,Con,Non,Gre,7,4677,10,467.7,783.7,Gre Non,0,7,7837
14-Gre3ConNon-B3,B3,Con,Non,Gre,9,4677,10,467.7,936.3,Gre Non,0,9,9363
14-Gre4ConSte-B4,B4,Con,Ste,Gre,0,4980,10,498,498,Gre Ste,0,0,4980
14-Gre4ConSte-B4,B4,Con,Ste,Gre,11,4980,10,498,861.5555555555555,Gre Ste,1,11,7754
