Identity,Bloc,Trt,Wound,Strain,Day,Initial_Mass,Mass,Initial_Number,Number,Mean,Survival,True_Mass
21-Ita3ConSte-B3,B3,Con,Ste,Ita,11,5997,10109,10,9,1123.2222222222222,10,11232.222222222223
21-Ita3ConSte-B3,B3,Con,Ste,Ita,14,5997,11211,10,9,1245.6666666666667,9,11211
21-Ita3ConSte-B3,B3,Con,Ste,Ita,16,5997,11924,10,9,1324.888888888889,9,11924
21-Ita3ConSte-B3,B3,Con,Ste,Ita,18,5997,10199,10,8,1274.875,9,11473.875
21-Ita3ConSte-B3,B3,Con,Ste,Ita,2,5997,6645,10,10,664.5,10,6645
21-Ita3ConSte-B3,B3,Con,Ste,Ita,4,5997,7626,10,10,762.6,10,7626
21-Ita3ConSte-B3,B3,Con,Ste,Ita,7,5997,8423,10,10,842.3,10,8423
21-Ita3ConSte-B3,B3,Con,Ste,Ita,9,5997,9952,10,10,995.2,10,9952
22-Can1BacSer-B1,B1,Bac,Ser,Can,11,4963,7890,10,9,876.6666666666666,9,7890
22-Can1BacSer-B1,B1,Bac,Ser,Can,14,4963,8847,10,9,983,9,8847
22-Can1BacSer-B1,B1,Bac,Ser,Can,16,4963,7680,10,8,960,9,8640
22-Can1BacSer-B1,B1,Bac,Ser,Can,18,4963,7581,10,8,947.625,9,8528.625
22-Can1BacSer-B1,B1,Bac,Ser,Can,2,4963,5369,10,9,596.5555555555555,9,5369
22-Can1BacSer-B1,B1,Bac,Ser,Can,4,4963,5836,10,9,648.4444444444445,9,5836
22-Can1BacSer-B1,B1,Bac,Ser,Can,7,4963,6474,10,9,719.3333333333334,9,6474
22-Can1BacSer-B1,B1,Bac,Ser,Can,9,4963,7461,10,9,829,9,7461
22-Can4BacSer-B4,B4,Bac,Ser,Can,11,4603,6579,10,9,731,9,6579
22-Can4BacSer-B4,B4,Bac,Ser,Can,14,4603,6676,10,9,741.7777777777778,9,6676
22-Can4BacSer-B4,B4,Bac,Ser,Can,16,4603,8027,10,9,891.8888888888889,9,8027
22-Can4BacSer-B4,B4,Bac,Ser,Can,18,4603,6378,10,8,797.25,9,7175.25
22-Can4BacSer-B4,B4,Bac,Ser,Can,2,4603,5175,10,10,517.5,10,5175
22-Can4BacSer-B4,B4,Bac,Ser,Can,4,4603,5167,10,10,516.7,10,5167
22-Can4BacSer-B4,B4,Bac,Ser,Can,7,4603,5964,10,9,662.6666666666666,9,5964
22-Can4BacSer-B4,B4,Bac,Ser,Can,9,4603,6021,10,9,669,9,6021
22-Can9LevSte-B9,B9,Lev,Ste,Can,11,4435,8005,10,10,800.5,10,8005
22-Can9LevSte-B9,B9,Lev,Ste,Can,14,4435,10828,10,10,1082.8,10,10828
22-Can9LevSte-B9,B9,Lev,Ste,Can,16,4435,11147,10,10,1114.7,10,11147
22-Can9LevSte-B9,B9,Lev,Ste,Can,18,4435,10589,10,9,1176.5555555555557,9,10589
22-Can9LevSte-B9,B9,Lev,Ste,Can,2,4435,5268,10,10,526.8,10,5268
22-Can9LevSte-B9,B9,Lev,Ste,Can,4,4435,5959,10,10,595.9,10,5959
22-Can9LevSte-B9,B9,Lev,Ste,Can,7,4435,6889,10,10,688.9,10,6889
22-Can9LevSte-B9,B9,Lev,Ste,Can,9,4435,7349,10,10,734.9,10,7349
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,11,5949,10326,10,10,1032.6,10,10326
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,14,5949,11690,10,10,1169,10,11690
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,16,5949,12010,10,10,1201,10,12010
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,18,5949,11994,10,10,1199.4,10,11994
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,2,5949,7118,10,10,711.8,10,7118
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,4,5949,8236,10,10,823.6,10,8236
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,7,5949,8186,10,10,818.6,10,8186
22-Gre2BacSer-B2,B2,Bac,Ser,Gre,9,5949,9081,10,10,908.1,10,9081
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,11,5659,8360,10,10,836,10,8360
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,14,5659,8010,10,9,890,9,8010
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,16,5659,8592,10,9,954.6666666666666,9,8592
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,18,5659,8437,10,9,937.4444444444445,9,8437
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,2,5659,6246,10,10,624.6,10,6246
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,4,5659,6736,10,10,673.6,10,6736
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,7,5659,6989,10,10,698.9,10,6989
22-Gre3LevSer-B3,B3,Lev,Ser,Gre,9,5659,7739,10,10,773.9,10,7739
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,11,6380,12347,10,10,1234.7,10,12347
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,14,6380,13190,10,10,1319,10,13190
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,16,6380,12226,10,9,1358.4444444444443,10,13584.444444444443
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,18,6380,10481,10,8,1310.125,10,13101.25
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,2,6380,7022,10,10,702.2,10,7022
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,4,6380,8078,10,10,807.8,10,8078
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,7,6380,9266,10,10,926.6,10,9266
22-Gre5LevSte-B5,B5,Lev,Ste,Gre,9,6380,10630,10,10,1063,10,10630
22-Ita10ConSer-B10,B10,Con,Ser,Ita,11,4888,7626,10,9,847.3333333333334,9,7626
22-Ita10ConSer-B10,B10,Con,Ser,Ita,14,4888,9018,10,8,1127.25,8,9018
22-Ita10ConSer-B10,B10,Con,Ser,Ita,16,4888,9648,10,8,1206,8,9648
22-Ita10ConSer-B10,B10,Con,Ser,Ita,18,4888,9836,10,8,1229.5,8,9836
22-Ita10ConSer-B10,B10,Con,Ser,Ita,2,4888,5022,10,10,502.2,10,5022
22-Ita10ConSer-B10,B10,Con,Ser,Ita,4,4888,4629,10,9,514.3333333333334,9,4629
22-Ita10ConSer-B10,B10,Con,Ser,Ita,7,4888,6135,10,9,681.6666666666666,9,6135
22-Ita10ConSer-B10,B10,Con,Ser,Ita,9,4888,6922,10,9,769.1111111111111,9,6922
22-Ita6ConSer-B6,B6,Con,Ser,Ita,11,5988,6555,10,7,936.4285714285714,7,6555
22-Ita6ConSer-B6,B6,Con,Ser,Ita,14,5988,7974,10,7,1139.142857142857,7,7974
22-Ita6ConSer-B6,B6,Con,Ser,Ita,16,5988,7751,10,7,1107.2857142857142,7,7751
22-Ita6ConSer-B6,B6,Con,Ser,Ita,18,5988,7452,10,6,1242,6,7452
22-Ita6ConSer-B6,B6,Con,Ser,Ita,2,5988,6500,10,10,650,10,6500
22-Ita6ConSer-B6,B6,Con,Ser,Ita,4,5988,6767,10,10,676.7,10,6767
22-Ita6ConSer-B6,B6,Con,Ser,Ita,7,5988,5244,10,7,749.1428571428571,7,5244
22-Ita6ConSer-B6,B6,Con,Ser,Ita,9,5988,5847,10,7,835.2857142857143,7,5847
22-Ita7ConSer-B7,B7,Con,Ser,Ita,11,4981,8823,10,10,882.3,10,8823
22-Ita7ConSer-B7,B7,Con,Ser,Ita,14,4981,10235,10,10,1023.5,10,10235
22-Ita7ConSer-B7,B7,Con,Ser,Ita,16,4981,10225,10,10,1022.5,10,10225
22-Ita7ConSer-B7,B7,Con,Ser,Ita,18,4981,10262,10,10,1026.2,10,10262
22-Ita7ConSer-B7,B7,Con,Ser,Ita,2,4981,6039,10,10,603.9,10,6039
22-Ita7ConSer-B7,B7,Con,Ser,Ita,4,4981,6887,10,10,688.7,10,6887
22-Ita7ConSer-B7,B7,Con,Ser,Ita,7,4981,6668,10,10,666.8,10,6668
22-Ita7ConSer-B7,B7,Con,Ser,Ita,9,4981,7984,10,10,798.4,10,7984
22-Ita8ConSte-B8,B8,Con,Ste,Ita,11,6660,9502,10,9,1055.7777777777778,10,10557.777777777777
22-Ita8ConSte-B8,B8,Con,Ste,Ita,14,6660,11308,10,9,1256.4444444444443,10,12564.444444444443
22-Ita8ConSte-B8,B8,Con,Ste,Ita,16,6660,10468,10,8,1308.5,10,13085
22-Ita8ConSte-B8,B8,Con,Ste,Ita,18,6660,8963,10,7,1280.4285714285713,10,12804.285714285714
22-Ita8ConSte-B8,B8,Con,Ste,Ita,2,6660,7363,10,10,736.3,10,7363
22-Ita8ConSte-B8,B8,Con,Ste,Ita,4,6660,8155,10,10,815.5,10,8155
22-Ita8ConSte-B8,B8,Con,Ste,Ita,7,6660,9142,10,10,914.2,10,9142
22-Ita8ConSte-B8,B8,Con,Ste,Ita,9,6660,10089,10,10,1008.9,10,10089
23-Can10ConSer-B10,B10,Con,Ser,Can,11,3981,7328,10,10,732.8,10,7328
23-Can10ConSer-B10,B10,Con,Ser,Can,14,3981,8347,10,10,834.7,10,8347
23-Can10ConSer-B10,B10,Con,Ser,Can,16,3981,8721,10,10,872.1,10,8721
23-Can10ConSer-B10,B10,Con,Ser,Can,18,3981,8777,10,10,877.7,10,8777
23-Can10ConSer-B10,B10,Con,Ser,Can,2,3981,4568,10,10,456.8,10,4568
23-Can10ConSer-B10,B10,Con,Ser,Can,4,3981,5072,10,10,507.2,10,5072
23-Can10ConSer-B10,B10,Con,Ser,Can,7,3981,5639,10,10,563.9,10,5639
23-Can10ConSer-B10,B10,Con,Ser,Can,9,3981,6232,10,10,623.2,10,6232
23-Can2BacSer-B2,B2,Bac,Ser,Can,11,4731,5969,10,7,852.7142857142857,7,5969
23-Can2BacSer-B2,B2,Bac,Ser,Can,14,4731,6294,10,7,899.1428571428571,7,6294
23-Can2BacSer-B2,B2,Bac,Ser,Can,16,4731,6324,10,7,903.4285714285714,7,6324
23-Can2BacSer-B2,B2,Bac,Ser,Can,18,4731,6373,10,7,910.4285714285714,7,6373
23-Can2BacSer-B2,B2,Bac,Ser,Can,2,4731,4953,10,9,550.3333333333334,9,4953
23-Can2BacSer-B2,B2,Bac,Ser,Can,4,4731,5017,10,8,627.125,8,5017
23-Can2BacSer-B2,B2,Bac,Ser,Can,7,4731,4388,10,7,626.8571428571429,7,4388
23-Can2BacSer-B2,B2,Bac,Ser,Can,9,4731,5425,10,7,775,7,5425
23-Can7ConSer-B7,B7,Con,Ser,Can,11,4083,6276,10,10,627.6,10,6276
23-Can7ConSer-B7,B7,Con,Ser,Can,14,4083,8410,10,10,841,10,8410
23-Can7ConSer-B7,B7,Con,Ser,Can,16,4083,8365,10,9,929.4444444444445,9,8365
23-Can7ConSer-B7,B7,Con,Ser,Can,18,4083,7883,10,9,875.8888888888889,9,7883
23-Can7ConSer-B7,B7,Con,Ser,Can,2,4083,4678,10,10,467.8,10,4678
23-Can7ConSer-B7,B7,Con,Ser,Can,4,4083,5237,10,10,523.7,10,5237
23-Can7ConSer-B7,B7,Con,Ser,Can,7,4083,5706,10,10,570.6,10,5706
23-Can7ConSer-B7,B7,Con,Ser,Can,9,4083,5726,10,10,572.6,10,5726
23-Can8ConSte-B8,B8,Con,Ste,Can,11,4711,6704,10,9,744.8888888888889,9,6704
23-Can8ConSte-B8,B8,Con,Ste,Can,14,4711,7653,10,9,850.3333333333334,9,7653
23-Can8ConSte-B8,B8,Con,Ste,Can,16,4711,7659,10,9,851,9,7659
23-Can8ConSte-B8,B8,Con,Ste,Can,18,4711,7563,10,9,840.3333333333334,9,7563
23-Can8ConSte-B8,B8,Con,Ste,Can,2,4711,5307,10,10,530.7,10,5307
23-Can8ConSte-B8,B8,Con,Ste,Can,4,4711,5781,10,10,578.1,10,5781
23-Can8ConSte-B8,B8,Con,Ste,Can,7,4711,6056,10,10,605.6,10,6056
23-Can8ConSte-B8,B8,Con,Ste,Can,9,4711,6449,10,9,716.5555555555555,9,6449
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,11,5478,8899,10,10,889.9,10,8899
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,14,5478,10559,10,10,1055.9,10,10559
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,16,5478,10666,10,10,1066.6,10,10666
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,18,5478,10558,10,10,1055.8,10,10558
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,2,5478,6065,10,10,606.5,10,6065
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,4,5478,6723,10,10,672.3,10,6723
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,7,5478,7327,10,10,732.7,10,7327
23-Gre1BacSer-B1,B1,Bac,Ser,Gre,9,5478,8060,10,10,806,10,8060
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,11,5641,6106,10,8,763.25,8,6106
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,14,5641,7043,10,8,880.375,8,7043
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,16,5641,7386,10,8,923.25,8,7386
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,18,5641,7023,10,7,1003.2857142857143,7,7023
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,2,5641,5788,10,10,578.8,10,5788
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,4,5641,6260,10,10,626,10,6260
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,7,5641,6828,10,10,682.8,10,6828
23-Gre4BacSer-B4,B4,Bac,Ser,Gre,9,5641,6322,10,9,702.4444444444445,9,6322
23-Gre6ConSer-B6,B6,Con,Ser,Gre,11,5071,5825,10,9,647.2222222222222,9,5825
23-Gre6ConSer-B6,B6,Con,Ser,Gre,14,5071,7058,10,8,882.25,8,7058
23-Gre6ConSer-B6,B6,Con,Ser,Gre,16,5071,6904,10,8,863,8,6904
23-Gre6ConSer-B6,B6,Con,Ser,Gre,18,5071,6802,10,8,850.25,8,6802
23-Gre6ConSer-B6,B6,Con,Ser,Gre,2,5071,5522,10,10,552.2,10,5522
23-Gre6ConSer-B6,B6,Con,Ser,Gre,4,5071,5649,10,10,564.9,10,5649
23-Gre6ConSer-B6,B6,Con,Ser,Gre,7,5071,6012,10,10,601.2,10,6012
23-Gre6ConSer-B6,B6,Con,Ser,Gre,9,5071,6129,10,10,612.9,10,6129
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,11,5641,9305,10,8,1163.125,8,9305
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,14,5641,11087,10,8,1385.875,8,11087
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,16,5641,10932,10,8,1366.5,8,10932
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,18,5641,9249,10,7,1321.2857142857142,8,10570.285714285714
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,2,5641,6431,10,9,714.5555555555555,9,6431
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,4,5641,7665,10,9,851.6666666666666,9,7665
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,7,5641,8146,10,9,905.1111111111111,9,8146
23-Gre9LevSte-B9,B9,Lev,Ste,Gre,9,5641,8469,10,8,1058.625,8,8469
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,11,6345,9630,10,10,963,10,9630
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,14,6345,11362,10,10,1136.2,10,11362
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,16,6345,10363,10,9,1151.4444444444443,10,11514.444444444443
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,18,6345,10080,10,9,1120,10,11200
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,2,6345,6811,10,10,681.1,10,6811
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,4,6345,7566,10,10,756.6,10,7566
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,7,6345,8067,10,10,806.7,10,8067
23-Ita3LevSer-B3,B3,Lev,Ser,Ita,9,6345,8623,10,10,862.3,10,8623
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,11,7388,12850,10,10,1285,10,12850
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,14,7388,14649,10,10,1464.9,10,14649
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,16,7388,13243,10,9,1471.4444444444443,10,14714.444444444443
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,18,7388,12931,10,9,1436.7777777777778,10,14367.777777777777
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,2,7388,8167,10,10,816.7,10,8167
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,4,7388,9153,10,10,915.3,10,9153
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,7,7388,10196,10,10,1019.6,10,10196
23-Ita5LevSte-B5,B5,Lev,Ste,Ita,9,7388,10810,10,10,1081,10,10810
24-Can3LevSer-B3,B3,Lev,Ser,Can,11,5515,7706,10,8,963.25,8,7706
24-Can3LevSer-B3,B3,Lev,Ser,Can,14,5515,9504,10,8,1188,8,9504
24-Can3LevSer-B3,B3,Lev,Ser,Can,16,5515,9665,10,8,1208.125,8,9665
24-Can3LevSer-B3,B3,Lev,Ser,Can,18,5515,9398,10,8,1174.75,8,9398
24-Can3LevSer-B3,B3,Lev,Ser,Can,2,5515,5946,10,10,594.6,10,5946
24-Can3LevSer-B3,B3,Lev,Ser,Can,4,5515,6048,10,9,672,9,6048
24-Can3LevSer-B3,B3,Lev,Ser,Can,7,5515,6230,10,9,692.2222222222222,9,6230
24-Can3LevSer-B3,B3,Lev,Ser,Can,9,5515,6902,10,9,766.8888888888889,9,6902
24-Can5LevSte-B5,B5,Lev,Ste,Can,11,4762,11053,10,10,1105.3,10,11053
24-Can5LevSte-B5,B5,Lev,Ste,Can,14,4762,11716,10,10,1171.6,10,11716
24-Can5LevSte-B5,B5,Lev,Ste,Can,16,4762,11681,10,10,1168.1,10,11681
24-Can5LevSte-B5,B5,Lev,Ste,Can,18,4762,11515,10,10,1151.5,10,11515
24-Can5LevSte-B5,B5,Lev,Ste,Can,2,4762,6518,10,10,651.8,10,6518
24-Can5LevSte-B5,B5,Lev,Ste,Can,4,4762,7830,10,10,783,10,7830
24-Can5LevSte-B5,B5,Lev,Ste,Can,7,4762,7531,10,10,753.1,10,7531
24-Can5LevSte-B5,B5,Lev,Ste,Can,9,4762,9759,10,10,975.9,10,9759
24-Can6ConSer-B6,B6,Con,Ser,Can,11,4026,5772,10,8,721.5,8,5772
24-Can6ConSer-B6,B6,Con,Ser,Can,14,4026,7107,10,8,888.375,8,7107
24-Can6ConSer-B6,B6,Con,Ser,Can,16,4026,7523,10,8,940.375,8,7523
24-Can6ConSer-B6,B6,Con,Ser,Can,18,4026,7923,10,8,990.375,8,7923
24-Can6ConSer-B6,B6,Con,Ser,Can,2,4026,4318,10,10,431.8,10,4318
24-Can6ConSer-B6,B6,Con,Ser,Can,4,4026,4465,10,10,446.5,10,4465
24-Can6ConSer-B6,B6,Con,Ser,Can,7,4026,4788,10,10,478.8,10,4788
24-Can6ConSer-B6,B6,Con,Ser,Can,9,4026,5241,10,8,655.125,8,5241
24-Gre10ConSer-B10,B10,Con,Ser,Gre,11,3890,7834,10,10,783.4,10,7834
24-Gre10ConSer-B10,B10,Con,Ser,Gre,14,3890,9031,10,10,903.1,10,9031
24-Gre10ConSer-B10,B10,Con,Ser,Gre,16,3890,9525,10,10,952.5,10,9525
24-Gre10ConSer-B10,B10,Con,Ser,Gre,18,3890,9487,10,10,948.7,10,9487
24-Gre10ConSer-B10,B10,Con,Ser,Gre,2,3890,4340,10,10,434,10,4340
24-Gre10ConSer-B10,B10,Con,Ser,Gre,4,3890,5050,10,10,505,10,5050
24-Gre10ConSer-B10,B10,Con,Ser,Gre,7,3890,5661,10,10,566.1,10,5661
24-Gre10ConSer-B10,B10,Con,Ser,Gre,9,3890,6783,10,10,678.3,10,6783
24-Gre7ConSer-B7,B7,Con,Ser,Gre,11,5058,7981,10,10,798.1,10,7981
24-Gre7ConSer-B7,B7,Con,Ser,Gre,14,5058,10438,10,10,1043.8,10,10438
24-Gre7ConSer-B7,B7,Con,Ser,Gre,16,5058,10055,10,10,1005.5,10,10055
24-Gre7ConSer-B7,B7,Con,Ser,Gre,18,5058,10064,10,10,1006.4,10,10064
24-Gre7ConSer-B7,B7,Con,Ser,Gre,2,5058,5699,10,10,569.9,10,5699
24-Gre7ConSer-B7,B7,Con,Ser,Gre,4,5058,6414,10,10,641.4,10,6414
24-Gre7ConSer-B7,B7,Con,Ser,Gre,7,5058,7044,10,10,704.4,10,7044
24-Gre7ConSer-B7,B7,Con,Ser,Gre,9,5058,7835,10,10,783.5,10,7835
24-Gre8ConSte-B8,B8,Con,Ste,Gre,11,5112,9236,10,9,1026.2222222222222,9,9236
24-Gre8ConSte-B8,B8,Con,Ste,Gre,14,5112,10999,10,9,1222.111111111111,9,10999
24-Gre8ConSte-B8,B8,Con,Ste,Gre,16,5112,11156,10,9,1239.5555555555557,9,11156
24-Gre8ConSte-B8,B8,Con,Ste,Gre,18,5112,10709,10,9,1189.888888888889,9,10709
24-Gre8ConSte-B8,B8,Con,Ste,Gre,2,5112,5509,10,9,612.1111111111111,9,5509
24-Gre8ConSte-B8,B8,Con,Ste,Gre,4,5112,6718,10,9,746.4444444444445,9,6718
24-Gre8ConSte-B8,B8,Con,Ste,Gre,7,5112,7086,10,9,787.3333333333334,9,7086
24-Gre8ConSte-B8,B8,Con,Ste,Gre,9,5112,7953,10,9,883.6666666666666,9,7953
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,11,5221,8414,10,9,934.8888888888889,9,8414
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,14,5221,9449,10,9,1049.888888888889,9,9449
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,16,5221,9867,10,9,1096.3333333333333,9,9867
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,18,5221,10074,10,9,1119.3333333333333,9,10074
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,2,5221,5581,10,9,620.1111111111111,9,5581
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,4,5221,5997,10,9,666.3333333333334,9,5997
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,7,5221,5865,10,9,651.6666666666666,9,5865
24-Ita1BacSer-B1,B1,Bac,Ser,Ita,9,5221,7571,10,9,841.2222222222222,9,7571
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,11,5436,9474,10,10,947.4,10,9474
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,14,5436,10106,10,10,1010.6,10,10106
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,16,5436,9800,10,10,980,10,9800
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,18,5436,9427,10,9,1047.4444444444443,9,9427
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,2,5436,5914,10,10,591.4,10,5914
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,4,5436,6664,10,10,666.4,10,6664
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,7,5436,7138,10,10,713.8,10,7138
24-Ita2BacSer-B2,B2,Bac,Ser,Ita,9,5436,8476,10,10,847.6,10,8476
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,11,5729,7084,10,8,885.5,8,7084
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,14,5729,7526,10,8,940.75,8,7526
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,16,5729,7573,10,7,1081.857142857143,7,7573
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,18,5729,6404,10,6,1067.3333333333333,7,7471.333333333333
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,2,5729,5849,10,10,584.9,10,5849
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,4,5729,5635,10,10,563.5,10,5635
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,7,5729,6252,10,9,694.6666666666666,9,6252
24-Ita4BacSer-B4,B4,Bac,Ser,Ita,9,5729,7000,10,10,700,10,7000
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,11,5106,9788,10,10,978.8,10,9788
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,14,5106,12042,10,10,1204.2,10,12042
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,16,5106,12556,10,10,1255.6,10,12556
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,18,5106,12226,10,9,1358.4444444444443,10,13584.444444444443
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,2,5106,6122,10,10,612.2,10,6122
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,4,5106,7319,10,10,731.9,10,7319
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,7,5106,8297,10,10,829.7,10,8297
24-Ita9LevSte-B9,B9,Lev,Ste,Ita,9,5106,8855,10,10,885.5,10,8855
25-Can1BacNon-B1,B1,Bac,Non,Can,11,4864,9586,10,10,958.6,10,9586
25-Can1BacNon-B1,B1,Bac,Non,Can,14,4864,10706,10,9,1189.5555555555557,10,11895.555555555557
25-Can1BacNon-B1,B1,Bac,Non,Can,16,4864,10639,10,9,1182.111111111111,10,11821.111111111111
25-Can1BacNon-B1,B1,Bac,Non,Can,18,4864,10894,10,9,1210.4444444444443,10,12104.444444444443
25-Can1BacNon-B1,B1,Bac,Non,Can,2,4864,5817,10,10,581.7,10,5817
25-Can1BacNon-B1,B1,Bac,Non,Can,4,4864,7564,10,10,756.4,10,7564
25-Can1BacNon-B1,B1,Bac,Non,Can,7,4864,8219,10,10,821.9,10,8219
25-Can1BacNon-B1,B1,Bac,Non,Can,9,4864,8985,10,10,898.5,10,8985
25-Gre6LevNon-B6,B6,Lev,Non,Gre,11,6073,10843,10,10,1084.3,10,10843
25-Gre6LevNon-B6,B6,Lev,Non,Gre,14,6073,14783,10,10,1478.3,10,14783
25-Gre6LevNon-B6,B6,Lev,Non,Gre,16,6073,14629,10,10,1462.9,10,14629
25-Gre6LevNon-B6,B6,Lev,Non,Gre,18,6073,14395,10,10,1439.5,10,14395
25-Gre6LevNon-B6,B6,Lev,Non,Gre,2,6073,6775,10,10,677.5,10,6775
25-Gre6LevNon-B6,B6,Lev,Non,Gre,4,6073,8199,10,10,819.9,10,8199
25-Gre6LevNon-B6,B6,Lev,Non,Gre,7,6073,9490,10,10,949,10,9490
25-Gre6LevNon-B6,B6,Lev,Non,Gre,9,6073,9794,10,10,979.4,10,9794
25-Gre8LevNon-B8,B8,Lev,Non,Gre,11,5562,10825,10,10,1082.5,10,10825
25-Gre8LevNon-B8,B8,Lev,Non,Gre,14,5562,12780,10,10,1278,10,12780
25-Gre8LevNon-B8,B8,Lev,Non,Gre,16,5562,10368,10,8,1296,10,12960
25-Gre8LevNon-B8,B8,Lev,Non,Gre,18,5562,10035,10,8,1254.375,10,12543.75
25-Gre8LevNon-B8,B8,Lev,Non,Gre,2,5562,6199,10,10,619.9,10,6199
25-Gre8LevNon-B8,B8,Lev,Non,Gre,4,5562,6636,10,10,663.6,10,6636
25-Gre8LevNon-B8,B8,Lev,Non,Gre,7,5562,8844,10,10,884.4,10,8844
25-Gre8LevNon-B8,B8,Lev,Non,Gre,9,5562,9671,10,10,967.1,10,9671
25-Gre9ConNon-B9,B9,Con,Non,Gre,11,4693,9371,10,10,937.1,10,9371
25-Gre9ConNon-B9,B9,Con,Non,Gre,14,4693,11968,10,10,1196.8,10,11968
25-Gre9ConNon-B9,B9,Con,Non,Gre,16,4693,12497,10,10,1249.7,10,12497
25-Gre9ConNon-B9,B9,Con,Non,Gre,18,4693,12508,10,10,1250.8,10,12508
25-Gre9ConNon-B9,B9,Con,Non,Gre,2,4693,5941,10,10,594.1,10,5941
