"","Identity","Bloc","Trt","Wound","Strain","Time","Survival","Initial_Mass","Initial_Number","Initial_Mean","group","Growth_Acc","Times","Biom_Acc"
"218","11-Ita5ConSte-B5","B5","Con","Ste","Ita","14",10,6032,10,603.2,"Ste Con",738.4,"14",7384
"219","11-Ita5ConSte-B5","B5","Con","Ste","Ita","16",10,6032,10,603.2,"Ste Con",760.9,"16",7609
"220","11-Ita5ConSte-B5","B5","Con","Ste","Ita","18",10,6032,10,603.2,"Ste Con",754.4,"18",7544
"221","11-Ita5ConSte-B5","B5","Con","Ste","Ita","2",10,6032,10,603.2,"Ste Con",63.5,"2",635
"222","11-Ita5ConSte-B5","B5","Con","Ste","Ita","4",10,6032,10,603.2,"Ste Con",76.0999999999999,"4",760.999999999999
"223","11-Ita5ConSte-B5","B5","Con","Ste","Ita","7",10,6032,10,603.2,"Ste Con",271.9,"7",2719
"224","11-Ita5ConSte-B5","B5","Con","Ste","Ita","9",10,6032,10,603.2,"Ste Con",380.1,"9",3801
"225","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","11",8,4783,10,478.3,"Ste Bac",351.2,"11",2809.6
"226","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","14",8,4783,10,478.3,"Ste Bac",486.033333333333,"14",3888.26666666667
"227","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","16",8,4783,10,478.3,"Ste Bac",571.033333333333,"16",4568.26666666667
"228","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","18",8,4783,10,478.3,"Ste Bac",596.033333333333,"18",4768.26666666667
"229","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","2",10,4783,10,478.3,"Ste Bac",25.5,"2",255
"230","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","4",9,4783,10,478.3,"Ste Bac",45.3666666666666,"4",408.3
"231","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","7",8,4783,10,478.3,"Ste Bac",108.533333333333,"7",868.266666666667
"232","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","9",8,4783,10,478.3,"Ste Bac",296.033333333333,"9",2368.26666666667
"233","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","11",9,4644,10,464.4,"Ser Bac",421.822222222222,"11",3796.4
"234","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","14",9,4644,10,464.4,"Ser Bac",548.6,"14",4937.4
"235","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","16",8,4644,10,464.4,"Ser Bac",653.85,"16",5230.8
"236","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","18",8,4644,10,464.4,"Ser Bac",689.1,"18",5512.8
"237","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","2",9,4644,10,464.4,"Ser Bac",131.377777777778,"2",1182.4
"238","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","4",9,4644,10,464.4,"Ser Bac",191.711111111111,"4",1725.4
"239","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","7",9,4644,10,464.4,"Ser Bac",213.266666666667,"7",1919.4
"240","11-Ita8BacSer-B8","B8","Bac","Ser","Ita","9",9,4644,10,464.4,"Ser Bac",317.822222222222,"9",2860.4
"241","12-Can1ConNon-B1","B1","Con","Non","Can","11",10,5328,10,532.8,"Non Con",462.8,"11",4628
"242","12-Can1ConNon-B1","B1","Con","Non","Can","14",10,5328,10,532.8,"Non Con",587.3,"14",5873
"243","12-Can1ConNon-B1","B1","Con","Non","Can","16",10,5328,10,532.8,"Non Con",655.5,"16",6555
"244","12-Can1ConNon-B1","B1","Con","Non","Can","18",10,5328,10,532.8,"Non Con",730.311111111111,"18",7303.11111111111
"245","12-Can1ConNon-B1","B1","Con","Non","Can","2",10,5328,10,532.8,"Non Con",93.3000000000001,"2",933.000000000001
"246","12-Can1ConNon-B1","B1","Con","Non","Can","4",10,5328,10,532.8,"Non Con",228.8,"4",2288
"247","12-Can1ConNon-B1","B1","Con","Non","Can","7",10,5328,10,532.8,"Non Con",284.2,"7",2842
"248","12-Can1ConNon-B1","B1","Con","Non","Can","9",10,5328,10,532.8,"Non Con",390.8,"9",3908
"249","12-Can3BacSer-B3","B3","Bac","Ser","Can","11",10,4748,10,474.8,"Ser Bac",305.3,"11",3053
"250","12-Can3BacSer-B3","B3","Bac","Ser","Can","14",10,4748,10,474.8,"Ser Bac",517,"14",5170
"251","12-Can3BacSer-B3","B3","Bac","Ser","Can","16",10,4748,10,474.8,"Ser Bac",586.1,"16",5861
"252","12-Can3BacSer-B3","B3","Bac","Ser","Can","18",10,4748,10,474.8,"Ser Bac",543.088888888889,"18",5430.88888888889
"253","12-Can3BacSer-B3","B3","Bac","Ser","Can","2",10,4748,10,474.8,"Ser Bac",83.4999999999999,"2",834.999999999999
"254","12-Can3BacSer-B3","B3","Bac","Ser","Can","4",10,4748,10,474.8,"Ser Bac",112.6,"4",1126
"255","12-Can3BacSer-B3","B3","Bac","Ser","Can","7",10,4748,10,474.8,"Ser Bac",199.2,"7",1992
"256","12-Can3BacSer-B3","B3","Bac","Ser","Can","9",10,4748,10,474.8,"Ser Bac",268.2,"9",2682
"257","12-Can5ConSte-B5","B5","Con","Ste","Can","11",10,4157,10,415.7,"Ste Con",421.5,"11",4215
"258","12-Can5ConSte-B5","B5","Con","Ste","Can","14",10,4157,10,415.7,"Ste Con",563.3,"14",5633
"259","12-Can5ConSte-B5","B5","Con","Ste","Can","16",10,4157,10,415.7,"Ste Con",633.6,"16",6336
"260","12-Can5ConSte-B5","B5","Con","Ste","Can","18",10,4157,10,415.7,"Ste Con",631.8,"18",6318
"261","12-Can5ConSte-B5","B5","Con","Ste","Can","2",10,4157,10,415.7,"Ste Con",33.9,"2",339
"262","12-Can5ConSte-B5","B5","Con","Ste","Can","4",10,4157,10,415.7,"Ste Con",113,"4",1130
"263","12-Can5ConSte-B5","B5","Con","Ste","Can","7",10,4157,10,415.7,"Ste Con",244.4,"7",2444
"264","12-Can5ConSte-B5","B5","Con","Ste","Can","9",10,4157,10,415.7,"Ste Con",303,"9",3030
"265","12-Can8BacSer-B8","B8","Bac","Ser","Can","11",10,4973,10,497.3,"Ser Bac",296.3,"11",2963
"266","12-Can8BacSer-B8","B8","Bac","Ser","Can","14",10,4973,10,497.3,"Ser Bac",348.9,"14",3489
"267","12-Can8BacSer-B8","B8","Bac","Ser","Can","16",9,4973,10,497.3,"Ser Bac",472.144444444444,"16",4249.3
"268","12-Can8BacSer-B8","B8","Bac","Ser","Can","18",9,4973,10,497.3,"Ser Bac",457.033333333333,"18",4113.3
"269","12-Can8BacSer-B8","B8","Bac","Ser","Can","2",10,4973,10,497.3,"Ser Bac",70.9999999999999,"2",709.999999999999
"270","12-Can8BacSer-B8","B8","Bac","Ser","Can","4",10,4973,10,497.3,"Ser Bac",138.6,"4",1386
"271","12-Can8BacSer-B8","B8","Bac","Ser","Can","7",10,4973,10,497.3,"Ser Bac",139.9,"7",1399
"272","12-Can8BacSer-B8","B8","Bac","Ser","Can","9",10,4973,10,497.3,"Ser Bac",198.3,"9",1983
"273","12-Can9BacNon-B9","B9","Bac","Non","Can","11",10,4479,10,447.9,"Non Bac",578.3,"11",5783
"274","12-Can9BacNon-B9","B9","Bac","Non","Can","14",10,4479,10,447.9,"Non Bac",725.2,"14",7252
"275","12-Can9BacNon-B9","B9","Bac","Non","Can","16",10,4479,10,447.9,"Non Bac",744.1,"16",7441
"276","12-Can9BacNon-B9","B9","Bac","Non","Can","18",10,4479,10,447.9,"Non Bac",777.1,"18",7771
"277","12-Can9BacNon-B9","B9","Bac","Non","Can","2",10,4479,10,447.9,"Non Bac",99.8000000000001,"2",998.000000000001
"278","12-Can9BacNon-B9","B9","Bac","Non","Can","4",10,4479,10,447.9,"Non Bac",248.8,"4",2488
"279","12-Can9BacNon-B9","B9","Bac","Non","Can","7",10,4479,10,447.9,"Non Bac",288.6,"7",2886
"280","12-Can9BacNon-B9","B9","Bac","Non","Can","9",10,4479,10,447.9,"Non Bac",474.2,"9",4742
"281","12-Gre10ConNon-B10","B10","Con","Non","Gre","11",10,4135,10,413.5,"Non Con",647.2,"11",6472
"282","12-Gre10ConNon-B10","B10","Con","Non","Gre","14",10,4135,10,413.5,"Non Con",823.4,"14",8234
"283","12-Gre10ConNon-B10","B10","Con","Non","Gre","16",10,4135,10,413.5,"Non Con",820,"16",8200
"284","12-Gre10ConNon-B10","B10","Con","Non","Gre","18",10,4135,10,413.5,"Non Con",830.7,"18",8307
"285","12-Gre10ConNon-B10","B10","Con","Non","Gre","2",10,4135,10,413.5,"Non Con",174.2,"2",1742
"286","12-Gre10ConNon-B10","B10","Con","Non","Gre","4",10,4135,10,413.5,"Non Con",334.6,"4",3346
"287","12-Gre10ConNon-B10","B10","Con","Non","Gre","7",10,4135,10,413.5,"Non Con",366.9,"7",3669
"288","12-Gre10ConNon-B10","B10","Con","Non","Gre","9",10,4135,10,413.5,"Non Con",465.5,"9",4655
"289","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","11",10,6499,10,649.9,"Ste Bac",577.4,"11",5774
"290","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","14",10,6499,10,649.9,"Ste Bac",887.9,"14",8879
"291","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","16",9,6499,10,649.9,"Ste Bac",993.655555555556,"16",8942.9
"292","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","18",9,6499,10,649.9,"Ste Bac",926.433333333333,"18",8337.9
"293","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","2",10,6499,10,649.9,"Ste Bac",133.4,"2",1334
"294","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","4",10,6499,10,649.9,"Ste Bac",311.6,"4",3116
"295","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","7",10,6499,10,649.9,"Ste Bac",408.4,"7",4084
"296","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","9",10,6499,10,649.9,"Ste Bac",469.5,"9",4695
"297","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","11",10,4832,10,483.2,"Ste Lev",360.4,"11",3604
"298","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","14",10,4832,10,483.2,"Ste Lev",540.5,"14",5405
"299","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","16",10,4832,10,483.2,"Ste Lev",578.7,"16",5787
"300","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","18",9,4832,10,483.2,"Ste Lev",700.911111111111,"18",6308.2
"301","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","2",10,4832,10,483.2,"Ste Lev",78.9,"2",789
"302","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","4",10,4832,10,483.2,"Ste Lev",135.2,"4",1352
"303","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","7",10,4832,10,483.2,"Ste Lev",228.9,"7",2289
"304","12-Gre7LevSte-B7","B7","Lev","Ste","Gre","9",10,4832,10,483.2,"Ste Lev",297.1,"9",2971
"305","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","11",9,7033,10,703.3,"Ser Lev",387.255555555556,"11",3485.3
"306","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","14",9,7033,10,703.3,"Ser Lev",512.477777777778,"14",4612.3
"307","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","16",9,7033,10,703.3,"Ser Lev",446.575,"16",4019.175
"308","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","18",9,7033,10,703.3,"Ser Lev",412.825,"18",3715.425
"309","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","2",10,7033,10,703.3,"Ser Lev",55.6,"2",556
"310","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","4",10,7033,10,703.3,"Ser Lev",151.6,"4",1516
"311","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","7",10,7033,10,703.3,"Ser Lev",207.3,"7",2073
"312","12-Ita2LevSer-B2","B2","Lev","Ser","Ita","9",9,7033,10,703.3,"Ser Lev",267.255555555556,"9",2405.3
"313","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","11",10,5998,10,599.8,"Ste Lev",454.9,"11",4549
"314","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","14",10,5998,10,599.8,"Ste Lev",642.1,"14",6421
"315","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","16",10,5998,10,599.8,"Ste Lev",637.755555555556,"16",6377.55555555556
"316","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","18",10,5998,10,599.8,"Ste Lev",600.2,"18",6002
"317","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","2",10,5998,10,599.8,"Ste Lev",153.5,"2",1535
"318","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","4",10,5998,10,599.8,"Ste Lev",244,"4",2440
"319","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","7",10,5998,10,599.8,"Ste Lev",302.7,"7",3027
"320","12-Ita4LevSte-B4","B4","Lev","Ste","Ita","9",10,5998,10,599.8,"Ste Lev",394.2,"9",3942
"321","13-Can10BacSte-B10","B10","Bac","Ste","Can","11",10,3963,10,396.3,"Ste Bac",486.3,"11",4863
"322","13-Can10BacSte-B10","B10","Bac","Ste","Can","14",10,3963,10,396.3,"Ste Bac",523.3,"14",5233
"323","13-Can10BacSte-B10","B10","Bac","Ste","Can","16",10,3963,10,396.3,"Ste Bac",513.3,"16",5133
"324","13-Can10BacSte-B10","B10","Bac","Ste","Can","18",10,3963,10,396.3,"Ste Bac",525.3,"18",5253
"325","13-Can10BacSte-B10","B10","Bac","Ste","Can","2",10,3963,10,396.3,"Ste Bac",128.2,"2",1282
"326","13-Can10BacSte-B10","B10","Bac","Ste","Can","4",10,3963,10,396.3,"Ste Bac",215,"4",2150
"327","13-Can10BacSte-B10","B10","Bac","Ste","Can","7",10,3963,10,396.3,"Ste Bac",222.7,"7",2227
"328","13-Can10BacSte-B10","B10","Bac","Ste","Can","9",10,3963,10,396.3,"Ste Bac",332.3,"9",3323
"329","13-Can4ConSte-B4","B4","Con","Ste","Can","11",10,4718,10,471.8,"Ste Con",425.7,"11",4257
"330","13-Can4ConSte-B4","B4","Con","Ste","Can","14",10,4718,10,471.8,"Ste Con",665,"14",6650
"331","13-Can4ConSte-B4","B4","Con","Ste","Can","16",10,4718,10,471.8,"Ste Con",693.6,"16",6936
"332","13-Can4ConSte-B4","B4","Con","Ste","Can","18",10,4718,10,471.8,"Ste Con",640.7,"18",6407
"333","13-Can4ConSte-B4","B4","Con","Ste","Can","2",10,4718,10,471.8,"Ste Con",109.7,"2",1097
"334","13-Can4ConSte-B4","B4","Con","Ste","Can","4",10,4718,10,471.8,"Ste Con",221.5,"4",2215
"335","13-Can4ConSte-B4","B4","Con","Ste","Can","7",10,4718,10,471.8,"Ste Con",325.8,"7",3258
"336","13-Can4ConSte-B4","B4","Con","Ste","Can","9",10,4718,10,471.8,"Ste Con",350.8,"9",3508
"337","13-Can7BacSte-B7","B7","Bac","Ste","Can","11",9,4471,10,447.1,"Ste Bac",427.677777777778,"11",3849.1
"338","13-Can7BacSte-B7","B7","Bac","Ste","Can","14",9,4471,10,447.1,"Ste Bac",556.122222222222,"14",5005.1
"339","13-Can7BacSte-B7","B7","Bac","Ste","Can","16",9,4471,10,447.1,"Ste Bac",640.566666666667,"16",5765.1
"340","13-Can7BacSte-B7","B7","Bac","Ste","Can","18",9,4471,10,447.1,"Ste Bac",627.788888888889,"18",5650.1
"341","13-Can7BacSte-B7","B7","Bac","Ste","Can","2",9,4471,10,447.1,"Ste Bac",105.011111111111,"2",945.1
"342","13-Can7BacSte-B7","B7","Bac","Ste","Can","4",9,4471,10,447.1,"Ste Bac",196.788888888889,"4",1771.1
"343","13-Can7BacSte-B7","B7","Bac","Ste","Can","7",9,4471,10,447.1,"Ste Bac",231.566666666667,"7",2084.1
"344","13-Can7BacSte-B7","B7","Bac","Ste","Can","9",9,4471,10,447.1,"Ste Bac",326.233333333333,"9",2936.1
"345","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","11",10,6100,10,610,"Ste Bac",534.9,"11",5349
"346","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","14",10,6100,10,610,"Ste Bac",676.5,"14",6765
"347","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","16",9,6100,10,610,"Ste Bac",842.75,"16",7584.75
"348","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","18",9,6100,10,610,"Ste Bac",862.125,"18",7759.125
"349","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","2",10,6100,10,610,"Ste Bac",125.2,"2",1252
"350","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","4",10,6100,10,610,"Ste Bac",226.5,"4",2265
"351","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","7",10,6100,10,610,"Ste Bac",342.5,"7",3425
"352","13-Gre1BacSte-B1","B1","Bac","Ste","Gre","9",10,6100,10,610,"Ste Bac",429.7,"9",4297
"353","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","11",10,5975,10,597.5,"Ste Lev",481.1,"11",4811
"354","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","14",9,5975,10,597.5,"Ste Lev",752.277777777778,"14",6770.5
"355","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","16",9,5975,10,597.5,"Ste Lev",754.055555555556,"16",6786.5
"356","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","18",9,5975,10,597.5,"Ste Lev",721.388888888889,"18",6492.5
"357","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","2",10,5975,10,597.5,"Ste Lev",114.2,"2",1142
"358","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","4",10,5975,10,597.5,"Ste Lev",231.2,"4",2312
"359","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","7",10,5975,10,597.5,"Ste Lev",237.4,"7",2374
"360","13-Gre2LevSte-B2","B2","Lev","Ste","Gre","9",10,5975,10,597.5,"Ste Lev",339.1,"9",3391
"361","13-Gre5LevNon-B5","B5","Lev","Non","Gre","11",9,5535,10,553.5,"Non Lev",700.055555555556,"11",6300.5
"362","13-Gre5LevNon-B5","B5","Lev","Non","Gre","14",9,5535,10,553.5,"Non Lev",828.611111111111,"14",7457.5
"363","13-Gre5LevNon-B5","B5","Lev","Non","Gre","16",9,5535,10,553.5,"Non Lev",905.833333333333,"16",8152.5
"364","13-Gre5LevNon-B5","B5","Lev","Non","Gre","18",9,5535,10,553.5,"Non Lev",894.625,"18",8051.625
"365","13-Gre5LevNon-B5","B5","Lev","Non","Gre","2",9,5535,10,553.5,"Non Lev",117.277777777778,"2",1055.5
"366","13-Gre5LevNon-B5","B5","Lev","Non","Gre","4",9,5535,10,553.5,"Non Lev",236.277777777778,"4",2126.5
"367","13-Gre5LevNon-B5","B5","Lev","Non","Gre","7",9,5535,10,553.5,"Non Lev",385.388888888889,"7",3468.5
"368","13-Gre5LevNon-B5","B5","Lev","Non","Gre","9",9,5535,10,553.5,"Non Lev",549.166666666667,"9",4942.5
"369","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","11",9,6107,10,610.7,"Ste Lev",432.633333333333,"11",3893.7
"370","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","14",8,6107,10,610.7,"Ste Lev",701.55,"14",5612.4
"371","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","16",8,6107,10,610.7,"Ste Lev",663.442857142857,"16",5307.54285714286
"372","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","18",8,6107,10,610.7,"Ste Lev",655.014285714286,"18",5240.11428571429
"373","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","2",10,6107,10,610.7,"Ste Lev",66.1999999999999,"2",661.999999999999
"374","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","4",9,6107,10,610.7,"Ste Lev",173.744444444444,"4",1563.7
"375","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","7",9,6107,10,610.7,"Ste Lev",336.633333333333,"7",3029.7
"376","13-Gre8LevSte-B8","B8","Lev","Ste","Gre","9",9,6107,10,610.7,"Ste Lev",380.522222222222,"9",3424.7
"377","13-Ita3ConNon-B3","B3","Con","Non","Ita","11",10,7356,10,735.6,"Non Con",535.7,"11",5357
"378","13-Ita3ConNon-B3","B3","Con","Non","Ita","14",10,7356,10,735.6,"Non Con",733.5,"14",7335
"379","13-Ita3ConNon-B3","B3","Con","Non","Ita","16",10,7356,10,735.6,"Non Con",756.4,"16",7564
"380","13-Ita3ConNon-B3","B3","Con","Non","Ita","18",10,7356,10,735.6,"Non Con",748.233333333333,"18",7482.33333333333
"381","13-Ita3ConNon-B3","B3","Con","Non","Ita","2",10,7356,10,735.6,"Non Con",95.6999999999999,"2",956.999999999999
"382","13-Ita3ConNon-B3","B3","Con","Non","Ita","4",10,7356,10,735.6,"Non Con",215,"4",2150
"383","13-Ita3ConNon-B3","B3","Con","Non","Ita","7",10,7356,10,735.6,"Non Con",284.5,"7",2845
"384","13-Ita3ConNon-B3","B3","Con","Non","Ita","9",10,7356,10,735.6,"Non Con",459.7,"9",4597
"385","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","11",10,5595,10,559.5,"Ser Lev",494.9,"11",4949
"386","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","14",9,5595,10,559.5,"Ser Lev",702.611111111111,"14",6323.5
"387","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","16",9,5595,10,559.5,"Ser Lev",665.166666666667,"16",5986.5
"388","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","18",9,5595,10,559.5,"Ser Lev",649.833333333333,"18",5848.5
"389","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","2",10,5595,10,559.5,"Ser Lev",123.3,"2",1233
"390","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","4",10,5595,10,559.5,"Ser Lev",250.5,"4",2505
"391","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","7",10,5595,10,559.5,"Ser Lev",232,"7",2320
"392","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","9",10,5595,10,559.5,"Ser Lev",361.6,"9",3616
"393","13-Ita9ConSte-B9","B9","Con","Ste","Ita","11",8,5052,10,505.2,"Ste Con",581.55,"11",4652.4
"394","13-Ita9ConSte-B9","B9","Con","Ste","Ita","14",8,5052,10,505.2,"Ste Con",749.3,"14",5994.4
"395","13-Ita9ConSte-B9","B9","Con","Ste","Ita","16",8,5052,10,505.2,"Ste Con",737.425,"16",5899.4
"396","13-Ita9ConSte-B9","B9","Con","Ste","Ita","18",8,5052,10,505.2,"Ste Con",732.8,"18",5862.4
"397","13-Ita9ConSte-B9","B9","Con","Ste","Ita","2",9,5052,10,505.2,"Ste Con",123.688888888889,"2",1113.2
"398","13-Ita9ConSte-B9","B9","Con","Ste","Ita","4",9,5052,10,505.2,"Ste Con",259.8,"4",2338.2
"399","13-Ita9ConSte-B9","B9","Con","Ste","Ita","7",9,5052,10,505.2,"Ste Con",230.8,"7",2077.2
"400","13-Ita9ConSte-B9","B9","Con","Ste","Ita","9",8,5052,10,505.2,"Ste Con",476.8,"9",3814.4
"401","14-Can2LevSte-B2","B2","Lev","Ste","Can","11",10,4264,10,426.4,"Ste Lev",417.8,"11",4178
"402","14-Can2LevSte-B2","B2","Lev","Ste","Can","14",10,4264,10,426.4,"Ste Lev",576,"14",5760
"403","14-Can2LevSte-B2","B2","Lev","Ste","Can","16",10,4264,10,426.4,"Ste Lev",594.6,"16",5946
"404","14-Can2LevSte-B2","B2","Lev","Ste","Can","18",10,4264,10,426.4,"Ste Lev",570,"18",5700
"405","14-Can2LevSte-B2","B2","Lev","Ste","Can","2",10,4264,10,426.4,"Ste Lev",70.6,"2",706
"406","14-Can2LevSte-B2","B2","Lev","Ste","Can","4",10,4264,10,426.4,"Ste Lev",158.9,"4",1589
"407","14-Can2LevSte-B2","B2","Lev","Ste","Can","7",10,4264,10,426.4,"Ste Lev",230.1,"7",2301
"408","14-Can2LevSte-B2","B2","Lev","Ste","Can","9",10,4264,10,426.4,"Ste Lev",310.8,"9",3108
"409","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","11",10,5183,10,518.3,"Ste Bac",535.9,"11",5359
"410","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","14",10,5183,10,518.3,"Ste Bac",719.9,"14",7199
"411","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","16",10,5183,10,518.3,"Ste Bac",715.1,"16",7151
"412","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","18",10,5183,10,518.3,"Ste Bac",722.9,"18",7229
"413","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","2",10,5183,10,518.3,"Ste Bac",-2.89999999999998,"2",-28.9999999999998
"414","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","4",10,5183,10,518.3,"Ste Bac",116,"4",1160
"415","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","7",10,5183,10,518.3,"Ste Bac",303.5,"7",3035
"416","14-Gre10BacSte-B10","B10","Bac","Ste","Gre","9",10,5183,10,518.3,"Ste Bac",349.2,"9",3492
"417","14-Gre3ConNon-B3","B3","Con","Non","Gre","11",10,4677,10,467.7,"Non Con",544.6,"11",5446
"418","14-Gre3ConNon-B3","B3","Con","Non","Gre","14",10,4677,10,467.7,"Non Con",739.4,"14",7394
"419","14-Gre3ConNon-B3","B3","Con","Non","Gre","16",10,4677,10,467.7,"Non Con",870.7,"16",8707
"420","14-Gre3ConNon-B3","B3","Con","Non","Gre","18",10,4677,10,467.7,"Non Con",891,"18",8910
"421","14-Gre3ConNon-B3","B3","Con","Non","Gre","2",10,4677,10,467.7,"Non Con",204.3,"2",2043
"422","14-Gre3ConNon-B3","B3","Con","Non","Gre","4",10,4677,10,467.7,"Non Con",244.8,"4",2448
"423","14-Gre3ConNon-B3","B3","Con","Non","Gre","7",10,4677,10,467.7,"Non Con",316,"7",3160
"424","14-Gre3ConNon-B3","B3","Con","Non","Gre","9",10,4677,10,467.7,"Non Con",468.6,"9",4686
"425","14-Gre4ConSte-B4","B4","Con","Ste","Gre","11",9,4980,10,498,"Ste Con",363.555555555556,"11",3272
"426","14-Gre4ConSte-B4","B4","Con","Ste","Gre","14",9,4980,10,498,"Ste Con",497,"14",4473
"427","14-Gre4ConSte-B4","B4","Con","Ste","Gre","16",9,4980,10,498,"Ste Con",589.777777777778,"16",5308
"428","14-Gre4ConSte-B4","B4","Con","Ste","Gre","18",9,4980,10,498,"Ste Con",607.777777777778,"18",5470
"429","14-Gre4ConSte-B4","B4","Con","Ste","Gre","2",10,4980,10,498,"Ste Con",-0.899999999999977,"2",-8.99999999999977
"430","14-Gre4ConSte-B4","B4","Con","Ste","Gre","4",9,4980,10,498,"Ste Con",111.111111111111,"4",1000
"431","14-Gre4ConSte-B4","B4","Con","Ste","Gre","7",9,4980,10,498,"Ste Con",214,"7",1926
"432","14-Gre4ConSte-B4","B4","Con","Ste","Gre","9",9,4980,10,498,"Ste Con",319.333333333333,"9",2874
"433","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","11",9,6048,10,604.8,"Ser Lev",405.088888888889,"11",3645.8
"434","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","14",9,6048,10,604.8,"Ser Lev",580.977777777778,"14",5228.8
"435","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","16",8,6048,10,604.8,"Ser Lev",551.755555555556,"16",4414.04444444445
"436","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","18",8,6048,10,604.8,"Ser Lev",552.866666666667,"18",4422.93333333333
"437","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","2",10,6048,10,604.8,"Ser Lev",6.5,"2",65
"438","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","4",9,6048,10,604.8,"Ser Lev",197.866666666667,"4",1780.8
