"","Identity","Bloc","Trt","Wound","Strain","Time","Survival","Initial_Mass","Initial_Number","Initial_Mean","group","Growth_Acc","Times","Biom_Acc"
"1600","27-Ita1BacNon-B1","B1","Bac","Non","Ita","9",10,5149,10,514.9,"Non Bac",401.7,"9",4017
"1601","3-Can2ConNon-B2","B2","Con","Non","Can","11",10,4774,10,477.4,"Non Con",513,"11",5130
"1602","3-Can2ConNon-B2","B2","Con","Non","Can","14",10,4774,10,477.4,"Non Con",639.7,"14",6397
"1603","3-Can2ConNon-B2","B2","Con","Non","Can","16",10,4774,10,477.4,"Non Con",645.822222222222,"16",6458.22222222222
"1604","3-Can2ConNon-B2","B2","Con","Non","Can","18",10,4774,10,477.4,"Non Con",661.933333333333,"18",6619.33333333333
"1605","3-Can2ConNon-B2","B2","Con","Non","Can","2",10,4774,10,477.4,"Non Con",105.2,"2",1052
"1606","3-Can2ConNon-B2","B2","Con","Non","Can","4",10,4774,10,477.4,"Non Con",212.2,"4",2122
"1607","3-Can2ConNon-B2","B2","Con","Non","Can","7",10,4774,10,477.4,"Non Con",275.9,"7",2759
"1608","3-Can2ConNon-B2","B2","Con","Non","Can","9",10,4774,10,477.4,"Non Con",368.1,"9",3681
"1609","3-Can3LevSte-B3","B3","Lev","Ste","Can","11",10,4549,10,454.9,"Ste Lev",453.4,"11",4534
"1610","3-Can3LevSte-B3","B3","Lev","Ste","Can","14",10,4549,10,454.9,"Ste Lev",570.8,"14",5708
"1611","3-Can3LevSte-B3","B3","Lev","Ste","Can","16",10,4549,10,454.9,"Ste Lev",601.4,"16",6014
"1612","3-Can3LevSte-B3","B3","Lev","Ste","Can","18",10,4549,10,454.9,"Ste Lev",576.3,"18",5763
"1613","3-Can3LevSte-B3","B3","Lev","Ste","Can","2",10,4549,10,454.9,"Ste Lev",99.2,"2",992
"1614","3-Can3LevSte-B3","B3","Lev","Ste","Can","4",10,4549,10,454.9,"Ste Lev",172.6,"4",1726
"1615","3-Can3LevSte-B3","B3","Lev","Ste","Can","7",10,4549,10,454.9,"Ste Lev",210.7,"7",2107
"1616","3-Can3LevSte-B3","B3","Lev","Ste","Can","9",10,4549,10,454.9,"Ste Lev",399.4,"9",3994
"1617","3-Can6ConNon-B6","B6","Con","Non","Can","11",9,4153,10,415.3,"Non Con",385.922222222222,"11",3473.3
"1618","3-Can6ConNon-B6","B6","Con","Non","Can","14",9,4153,10,415.3,"Non Con",777.7,"14",6999.3
"1619","3-Can6ConNon-B6","B6","Con","Non","Can","16",9,4153,10,415.3,"Non Con",734.144444444444,"16",6607.3
"1620","3-Can6ConNon-B6","B6","Con","Non","Can","18",9,4153,10,415.3,"Non Con",709.477777777778,"18",6385.3
"1621","3-Can6ConNon-B6","B6","Con","Non","Can","2",9,4153,10,415.3,"Non Con",64.5888888888889,"2",581.3
"1622","3-Can6ConNon-B6","B6","Con","Non","Can","4",9,4153,10,415.3,"Non Con",241.7,"4",2175.3
"1623","3-Can6ConNon-B6","B6","Con","Non","Can","7",9,4153,10,415.3,"Non Con",280.811111111111,"7",2527.3
"1624","3-Can6ConNon-B6","B6","Con","Non","Can","9",9,4153,10,415.3,"Non Con",316.922222222222,"9",2852.3
"1625","3-Can9ConSer-B9","B9","Con","Ser","Can","11",10,3755,10,375.5,"Ser Con",256.3,"11",2563
"1626","3-Can9ConSer-B9","B9","Con","Ser","Can","14",9,3755,10,375.5,"Ser Con",466.944444444444,"14",4202.5
"1627","3-Can9ConSer-B9","B9","Con","Ser","Can","16",9,3755,10,375.5,"Ser Con",592.277777777778,"16",5330.5
"1628","3-Can9ConSer-B9","B9","Con","Ser","Can","18",9,3755,10,375.5,"Ser Con",609.833333333333,"18",5488.5
"1629","3-Can9ConSer-B9","B9","Con","Ser","Can","2",10,3755,10,375.5,"Ser Con",29.3,"2",293
"1630","3-Can9ConSer-B9","B9","Con","Ser","Can","4",10,3755,10,375.5,"Ser Con",81.1,"4",811
"1631","3-Can9ConSer-B9","B9","Con","Ser","Can","7",10,3755,10,375.5,"Ser Con",191.2,"7",1912
"1632","3-Can9ConSer-B9","B9","Con","Ser","Can","9",10,3755,10,375.5,"Ser Con",268.7,"9",2687
"1633","3-Gre10LevNon-B10","B10","Lev","Non","Gre","11",10,5793,10,579.3,"Non Lev",694.7,"11",6947
"1634","3-Gre10LevNon-B10","B10","Lev","Non","Gre","14",10,5793,10,579.3,"Non Lev",815.6,"14",8156
"1635","3-Gre10LevNon-B10","B10","Lev","Non","Gre","16",10,5793,10,579.3,"Non Lev",849.6,"16",8496
"1636","3-Gre10LevNon-B10","B10","Lev","Non","Gre","18",10,5793,10,579.3,"Non Lev",853.477777777778,"18",8534.77777777778
"1637","3-Gre10LevNon-B10","B10","Lev","Non","Gre","2",10,5793,10,579.3,"Non Lev",124.8,"2",1248
"1638","3-Gre10LevNon-B10","B10","Lev","Non","Gre","4",10,5793,10,579.3,"Non Lev",255.4,"4",2554
"1639","3-Gre10LevNon-B10","B10","Lev","Non","Gre","7",10,5793,10,579.3,"Non Lev",386,"7",3860
"1640","3-Gre10LevNon-B10","B10","Lev","Non","Gre","9",10,5793,10,579.3,"Non Lev",514.4,"9",5144
"1641","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","11",9,6762,10,676.2,"Ser Lev",407.355555555556,"11",3666.2
"1642","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","14",9,6762,10,676.2,"Ser Lev",495.577777777778,"14",4460.2
"1643","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","16",9,6762,10,676.2,"Ser Lev",437.8,"16",3940.2
"1644","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","18",9,6762,10,676.2,"Ser Lev",446.371428571429,"18",4017.34285714286
"1645","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","2",10,6762,10,676.2,"Ser Lev",36.1999999999999,"2",361.999999999999
"1646","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","4",10,6762,10,676.2,"Ser Lev",106.1,"4",1061
"1647","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","7",10,6762,10,676.2,"Ser Lev",190,"7",1900
"1648","3-Gre1LevSer-B1","B1","Lev","Ser","Gre","9",10,6762,10,676.2,"Ser Lev",235.3,"9",2353
"1649","3-Gre4ConSer-B4","B4","Con","Ser","Gre","11",10,5185,10,518.5,"Ser Con",381.2,"11",3812
"1650","3-Gre4ConSer-B4","B4","Con","Ser","Gre","14",10,5185,10,518.5,"Ser Con",398.8,"14",3988
"1651","3-Gre4ConSer-B4","B4","Con","Ser","Gre","16",10,5185,10,518.5,"Ser Con",534.7,"16",5347
"1652","3-Gre4ConSer-B4","B4","Con","Ser","Gre","18",9,5185,10,518.5,"Ser Con",656.055555555556,"18",5904.5
"1653","3-Gre4ConSer-B4","B4","Con","Ser","Gre","2",10,5185,10,518.5,"Ser Con",68.6,"2",686
"1654","3-Gre4ConSer-B4","B4","Con","Ser","Gre","4",10,5185,10,518.5,"Ser Con",124.2,"4",1242
"1655","3-Gre4ConSer-B4","B4","Con","Ser","Gre","7",10,5185,10,518.5,"Ser Con",176.4,"7",1764
"1656","3-Gre4ConSer-B4","B4","Con","Ser","Gre","9",10,5185,10,518.5,"Ser Con",316,"9",3160
"1657","3-Gre7BacNon-B7","B7","Bac","Non","Gre","11",10,5852,10,585.2,"Non Bac",483.3,"11",4833
"1658","3-Gre7BacNon-B7","B7","Bac","Non","Gre","14",10,5852,10,585.2,"Non Bac",809.133333333333,"14",8091.33333333333
"1659","3-Gre7BacNon-B7","B7","Bac","Non","Gre","16",10,5852,10,585.2,"Non Bac",849.8,"16",8498
"1660","3-Gre7BacNon-B7","B7","Bac","Non","Gre","18",10,5852,10,585.2,"Non Bac",842.466666666667,"18",8424.66666666667
"1661","3-Gre7BacNon-B7","B7","Bac","Non","Gre","2",10,5852,10,585.2,"Non Bac",136.5,"2",1365
"1662","3-Gre7BacNon-B7","B7","Bac","Non","Gre","4",10,5852,10,585.2,"Non Bac",258.2,"4",2582
"1663","3-Gre7BacNon-B7","B7","Bac","Non","Gre","7",10,5852,10,585.2,"Non Bac",337.7,"7",3377
"1664","3-Gre7BacNon-B7","B7","Bac","Non","Gre","9",10,5852,10,585.2,"Non Bac",428.5,"9",4285
"1665","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","11",10,6191,10,619.1,"Ste Bac",511.9,"11",5119
"1666","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","14",10,6191,10,619.1,"Ste Bac",671.1,"14",6711
"1667","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","16",10,6191,10,619.1,"Ste Bac",680.5,"16",6805
"1668","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","18",10,6191,10,619.1,"Ste Bac",696.7,"18",6967
"1669","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","2",10,6191,10,619.1,"Ste Bac",103.8,"2",1038
"1670","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","4",10,6191,10,619.1,"Ste Bac",199.2,"4",1992
"1671","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","7",10,6191,10,619.1,"Ste Bac",245.1,"7",2451
"1672","3-Gre8BacSte-B8","B8","Bac","Ste","Gre","9",10,6191,10,619.1,"Ste Bac",383.5,"9",3835
"1673","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","11",10,6915,10,691.5,"Ser Lev",429.2,"11",4292
"1674","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","14",10,6915,10,691.5,"Ser Lev",508.7,"14",5087
"1675","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","16",10,6915,10,691.5,"Ser Lev",530.9,"16",5309
"1676","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","18",10,6915,10,691.5,"Ser Lev",517,"18",5170
"1677","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","2",10,6915,10,691.5,"Ser Lev",76.1,"2",761
"1678","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","4",10,6915,10,691.5,"Ser Lev",163.5,"4",1635
"1679","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","7",10,6915,10,691.5,"Ser Lev",199.5,"7",1995
"1680","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","9",10,6915,10,691.5,"Ser Lev",334.8,"9",3348
"1681","4-Can10LevSer-B10","B10","Lev","Ser","Can","11",10,3856,10,385.6,"Ser Lev",238.6,"11",2386
"1682","4-Can10LevSer-B10","B10","Lev","Ser","Can","14",10,3856,10,385.6,"Ser Lev",255.4,"14",2554
"1683","4-Can10LevSer-B10","B10","Lev","Ser","Can","16",10,3856,10,385.6,"Ser Lev",304.6,"16",3046
"1684","4-Can10LevSer-B10","B10","Lev","Ser","Can","18",10,3856,10,385.6,"Ser Lev",317.4,"18",3174
"1685","4-Can10LevSer-B10","B10","Lev","Ser","Can","2",10,3856,10,385.6,"Ser Lev",40.2,"2",402
"1686","4-Can10LevSer-B10","B10","Lev","Ser","Can","4",10,3856,10,385.6,"Ser Lev",79.2,"4",792
"1687","4-Can10LevSer-B10","B10","Lev","Ser","Can","7",10,3856,10,385.6,"Ser Lev",125.4,"7",1254
"1688","4-Can10LevSer-B10","B10","Lev","Ser","Can","9",10,3856,10,385.6,"Ser Lev",177.4,"9",1774
"1689","4-Can1ConSer-B1","B1","Con","Ser","Can","11",8,4854,10,485.4,"Ser Con",348.975,"11",2791.8
"1690","4-Can1ConSer-B1","B1","Con","Ser","Can","14",8,4854,10,485.4,"Ser Con",400.975,"14",3207.8
"1691","4-Can1ConSer-B1","B1","Con","Ser","Can","16",8,4854,10,485.4,"Ser Con",385.725,"16",3085.8
"1692","4-Can1ConSer-B1","B1","Con","Ser","Can","18",8,4854,10,485.4,"Ser Con",362.1,"18",2896.8
"1693","4-Can1ConSer-B1","B1","Con","Ser","Can","2",10,4854,10,485.4,"Ser Con",12.1,"2",121
"1694","4-Can1ConSer-B1","B1","Con","Ser","Can","4",10,4854,10,485.4,"Ser Con",65,"4",650
"1695","4-Can1ConSer-B1","B1","Con","Ser","Can","7",9,4854,10,485.4,"Ser Con",105.933333333333,"7",953.400000000001
"1696","4-Can1ConSer-B1","B1","Con","Ser","Can","9",9,4854,10,485.4,"Ser Con",218.044444444444,"9",1962.4
"1697","4-Can3LevNon-B3","B3","Lev","Non","Can","11",10,5136,10,513.6,"Non Lev",484.9,"11",4849
"1698","4-Can3LevNon-B3","B3","Lev","Non","Can","14",10,5136,10,513.6,"Non Lev",755.288888888889,"14",7552.88888888889
"1699","4-Can3LevNon-B3","B3","Lev","Non","Can","16",10,5136,10,513.6,"Non Lev",752.4,"16",7524
"1700","4-Can3LevNon-B3","B3","Lev","Non","Can","18",10,5136,10,513.6,"Non Lev",725.844444444444,"18",7258.44444444444
"1701","4-Can3LevNon-B3","B3","Lev","Non","Can","2",10,5136,10,513.6,"Non Lev",138.5,"2",1385
"1702","4-Can3LevNon-B3","B3","Lev","Non","Can","4",10,5136,10,513.6,"Non Lev",219.8,"4",2198
"1703","4-Can3LevNon-B3","B3","Lev","Non","Can","7",10,5136,10,513.6,"Non Lev",294.5,"7",2945
"1704","4-Can3LevNon-B3","B3","Lev","Non","Can","9",10,5136,10,513.6,"Non Lev",383.3,"9",3833
"1705","4-Can8ConSer-B8","B8","Con","Ser","Can","11",10,4310,10,431,"Ser Con",239.6,"11",2396
"1706","4-Can8ConSer-B8","B8","Con","Ser","Can","14",10,4310,10,431,"Ser Con",308,"14",3080
"1707","4-Can8ConSer-B8","B8","Con","Ser","Can","16",10,4310,10,431,"Ser Con",298.5,"16",2985
"1708","4-Can8ConSer-B8","B8","Con","Ser","Can","18",10,4310,10,431,"Ser Con",315.5,"18",3155
"1709","4-Can8ConSer-B8","B8","Con","Ser","Can","2",10,4310,10,431,"Ser Con",59.4,"2",594
"1710","4-Can8ConSer-B8","B8","Con","Ser","Can","4",10,4310,10,431,"Ser Con",126.1,"4",1261
"1711","4-Can8ConSer-B8","B8","Con","Ser","Can","7",10,4310,10,431,"Ser Con",84.7,"7",847
"1712","4-Can8ConSer-B8","B8","Con","Ser","Can","9",10,4310,10,431,"Ser Con",194.7,"9",1947
"1713","4-Gre4BacNon-B4","B4","Bac","Non","Gre","11",10,5792,10,579.2,"Non Bac",537.2,"11",5372
"1714","4-Gre4BacNon-B4","B4","Bac","Non","Gre","14",10,5792,10,579.2,"Non Bac",641.2,"14",6412
"1715","4-Gre4BacNon-B4","B4","Bac","Non","Gre","16",10,5792,10,579.2,"Non Bac",733.688888888889,"16",7336.88888888889
"1716","4-Gre4BacNon-B4","B4","Bac","Non","Gre","18",10,5792,10,579.2,"Non Bac",743.8,"18",7438
"1717","4-Gre4BacNon-B4","B4","Bac","Non","Gre","2",10,5792,10,579.2,"Non Bac",79.5999999999999,"2",795.999999999999
"1718","4-Gre4BacNon-B4","B4","Bac","Non","Gre","4",10,5792,10,579.2,"Non Bac",201.3,"4",2013
"1719","4-Gre4BacNon-B4","B4","Bac","Non","Gre","7",10,5792,10,579.2,"Non Bac",247.7,"7",2477
"1720","4-Gre4BacNon-B4","B4","Bac","Non","Gre","9",10,5792,10,579.2,"Non Bac",457.3,"9",4573
"1721","4-Gre7LevNon-B7","B7","Lev","Non","Gre","11",10,6811,10,681.1,"Non Lev",579.8,"11",5798
"1722","4-Gre7LevNon-B7","B7","Lev","Non","Gre","14",10,6811,10,681.1,"Non Lev",709.3,"14",7093
"1723","4-Gre7LevNon-B7","B7","Lev","Non","Gre","16",10,6811,10,681.1,"Non Lev",683.2,"16",6832
"1724","4-Gre7LevNon-B7","B7","Lev","Non","Gre","18",10,6811,10,681.1,"Non Lev",642.066666666667,"18",6420.66666666667
"1725","4-Gre7LevNon-B7","B7","Lev","Non","Gre","2",10,6811,10,681.1,"Non Lev",189.5,"2",1895
"1726","4-Gre7LevNon-B7","B7","Lev","Non","Gre","4",10,6811,10,681.1,"Non Lev",251.3,"4",2513
"1727","4-Gre7LevNon-B7","B7","Lev","Non","Gre","7",10,6811,10,681.1,"Non Lev",339.3,"7",3393
"1728","4-Gre7LevNon-B7","B7","Lev","Non","Gre","9",10,6811,10,681.1,"Non Lev",515.9,"9",5159
"1729","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","11",9,6684,10,668.4,"Ser Lev",480.377777777778,"11",4323.4
"1730","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","14",9,6684,10,668.4,"Ser Lev",599.933333333333,"14",5399.4
"1731","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","16",9,6684,10,668.4,"Ser Lev",564.377777777778,"16",5079.4
"1732","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","18",9,6684,10,668.4,"Ser Lev",563.711111111111,"18",5073.4
"1733","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","2",10,6684,10,668.4,"Ser Lev",103.4,"2",1034
"1734","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","4",9,6684,10,668.4,"Ser Lev",259.6,"4",2336.4
"1735","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","7",9,6684,10,668.4,"Ser Lev",242.933333333333,"7",2186.4
"1736","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","9",9,6684,10,668.4,"Ser Lev",404.377777777778,"9",3639.4
"1737","4-Ita2LevNon-B2","B2","Lev","Non","Ita","11",10,6305,10,630.5,"Non Lev",573.7,"11",5737
"1738","4-Ita2LevNon-B2","B2","Lev","Non","Ita","14",9,6305,10,630.5,"Non Lev",731.055555555556,"14",6579.5
"1739","4-Ita2LevNon-B2","B2","Lev","Non","Ita","16",9,6305,10,630.5,"Non Lev",748.055555555556,"16",6732.5
"1740","4-Ita2LevNon-B2","B2","Lev","Non","Ita","18",10,6305,10,630.5,"Non Lev",598.7,"18",5987
"1741","4-Ita2LevNon-B2","B2","Lev","Non","Ita","2",10,6305,10,630.5,"Non Lev",161.7,"2",1617
"1742","4-Ita2LevNon-B2","B2","Lev","Non","Ita","4",10,6305,10,630.5,"Non Lev",273.4,"4",2734
"1743","4-Ita2LevNon-B2","B2","Lev","Non","Ita","7",10,6305,10,630.5,"Non Lev",294.4,"7",2944
"1744","4-Ita2LevNon-B2","B2","Lev","Non","Ita","9",10,6305,10,630.5,"Non Lev",439.7,"9",4397
"1745","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","11",10,5950,10,595,"Ser Bac",313.3,"11",3133
"1746","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","14",9,5950,10,595,"Ser Bac",388.444444444444,"14",3496
"1747","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","16",8,5950,10,595,"Ser Bac",473.875,"16",3791
"1748","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","18",8,5950,10,595,"Ser Bac",497.125,"18",3977
"1749","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","2",10,5950,10,595,"Ser Bac",42.7,"2",427
"1750","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","4",10,5950,10,595,"Ser Bac",114.1,"4",1141
"1751","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","7",10,5950,10,595,"Ser Bac",115.5,"7",1155
"1752","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","9",10,5950,10,595,"Ser Bac",185.1,"9",1851
"1753","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","11",7,3525,10,352.5,"Ser Bac",188.071428571429,"11",1316.5
"1754","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","14",7,3525,10,352.5,"Ser Bac",340.071428571429,"14",2380.5
"1755","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","16",7,3525,10,352.5,"Ser Bac",353.214285714286,"16",2472.5
"1756","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","18",7,3525,10,352.5,"Ser Bac",376.5,"18",2635.5
"1757","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","2",9,3525,10,352.5,"Ser Bac",10.1666666666667,"2",91.5000000000002
"1758","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","4",8,3525,10,352.5,"Ser Bac",73.875,"4",591
"1759","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","7",8,3525,10,352.5,"Ser Bac",138.625,"7",1109
"1760","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","9",7,3525,10,352.5,"Ser Bac",155.785714285714,"9",1090.5
"1761","5-Can2LevNon-B2","B2","Lev","Non","Can","11",10,5291,9,587.888888888889,"Non Lev",535.911111111111,"11",5359.11111111111
"1762","5-Can2LevNon-B2","B2","Lev","Non","Can","14",10,5291,9,587.888888888889,"Non Lev",657.111111111111,"14",6571.11111111111
"1763","5-Can2LevNon-B2","B2","Lev","Non","Can","16",10,5291,9,587.888888888889,"Non Lev",669.011111111111,"16",6690.11111111111
"1764","5-Can2LevNon-B2","B2","Lev","Non","Can","18",10,5291,9,587.888888888889,"Non Lev",647.811111111111,"18",6478.11111111111
"1765","5-Can2LevNon-B2","B2","Lev","Non","Can","2",10,5291,9,587.888888888889,"Non Lev",118.811111111111,"2",1188.11111111111
"1766","5-Can2LevNon-B2","B2","Lev","Non","Can","4",10,5291,9,587.888888888889,"Non Lev",219.111111111111,"4",2191.11111111111
"1767","5-Can2LevNon-B2","B2","Lev","Non","Can","7",10,5291,9,587.888888888889,"Non Lev",299.411111111111,"7",2994.11111111111
"1768","5-Can2LevNon-B2","B2","Lev","Non","Can","9",10,5291,9,587.888888888889,"Non Lev",402.211111111111,"9",4022.11111111111
"1769","5-Can4BacNon-B4","B4","Bac","Non","Can","11",10,4300,10,430,"Non Bac",410.6,"11",4106
"1770","5-Can4BacNon-B4","B4","Bac","Non","Can","14",10,4300,10,430,"Non Bac",659.8,"14",6598
"1771","5-Can4BacNon-B4","B4","Bac","Non","Can","16",10,4300,10,430,"Non Bac",730.1,"16",7301
"1772","5-Can4BacNon-B4","B4","Bac","Non","Can","18",10,4300,10,430,"Non Bac",714.4,"18",7144
"1773","5-Can4BacNon-B4","B4","Bac","Non","Can","2",10,4300,10,430,"Non Bac",38.4,"2",384
"1774","5-Can4BacNon-B4","B4","Bac","Non","Can","4",10,4300,10,430,"Non Bac",172.9,"4",1729
"1775","5-Can4BacNon-B4","B4","Bac","Non","Can","7",10,4300,10,430,"Non Bac",286.1,"7",2861
"1776","5-Can4BacNon-B4","B4","Bac","Non","Can","9",10,4300,10,430,"Non Bac",323.8,"9",3238
"1777","5-Can9LevSer-B9","B9","Lev","Ser","Can","11",9,3079,10,307.9,"Ser Lev",478.433333333333,"11",4305.9
"1778","5-Can9LevSer-B9","B9","Lev","Ser","Can","14",9,3079,10,307.9,"Ser Lev",555.322222222222,"14",4997.9
"1779","5-Can9LevSer-B9","B9","Lev","Ser","Can","16",9,3079,10,307.9,"Ser Lev",713.1,"16",6417.9
"1780","5-Can9LevSer-B9","B9","Lev","Ser","Can","18",9,3079,10,307.9,"Ser Lev",763.766666666667,"18",6873.9
"1781","5-Can9LevSer-B9","B9","Lev","Ser","Can","2",10,3079,10,307.9,"Ser Lev",91.9,"2",919
"1782","5-Can9LevSer-B9","B9","Lev","Ser","Can","4",10,3079,10,307.9,"Ser Lev",128.2,"4",1282
"1783","5-Can9LevSer-B9","B9","Lev","Ser","Can","7",10,3079,10,307.9,"Ser Lev",228.6,"7",2286
"1784","5-Can9LevSer-B9","B9","Lev","Ser","Can","9",10,3079,10,307.9,"Ser Lev",383,"9",3830
"1785","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","11",10,5483,10,548.3,"Ser Lev",307.9,"11",3079
"1786","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","14",10,5483,10,548.3,"Ser Lev",408.2,"14",4082
"1787","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","16",9,5483,10,548.3,"Ser Lev",518.366666666667,"16",4665.3
"1788","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","18",9,5483,10,548.3,"Ser Lev",514.477777777778,"18",4630.3
"1789","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","2",10,5483,10,548.3,"Ser Lev",51.6,"2",516
"1790","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","4",10,5483,10,548.3,"Ser Lev",112.1,"4",1121
"1791","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","7",10,5483,10,548.3,"Ser Lev",162,"7",1620
"1792","5-Gre10LevSer-B10","B10","Lev","Ser","Gre","9",10,5483,10,548.3,"Ser Lev",222.2,"9",2222
"1793","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","11",7,6137,10,613.7,"Ser Bac",460.014285714286,"11",3220.1
"1794","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","14",6,6137,10,613.7,"Ser Bac",573.8,"14",3442.8
"1795","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","16",6,6137,10,613.7,"Ser Bac",683.8,"16",4102.8
"1796","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","18",6,6137,10,613.7,"Ser Bac",731.133333333333,"18",4386.8
"1797","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","2",8,6137,10,613.7,"Ser Bac",86.05,"2",688.4
"1798","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","4",8,6137,10,613.7,"Ser Bac",158.675,"4",1269.4
"1799","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","7",7,6137,10,613.7,"Ser Bac",201.3,"7",1409.1
"1800","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","9",7,6137,10,613.7,"Ser Bac",392.585714285714,"9",2748.1
"1801","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","11",9,5185,10,518.5,"Ser Bac",460.611111111111,"11",4145.5
"1802","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","14",9,5185,10,518.5,"Ser Bac",599.611111111111,"14",5396.5
"1803","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","16",9,5185,10,518.5,"Ser Bac",664.722222222222,"16",5982.5
"1804","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","18",9,5185,10,518.5,"Ser Bac",670.722222222222,"18",6036.5
"1805","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","2",10,5185,10,518.5,"Ser Bac",53.9,"2",539
"1806","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","4",10,5185,10,518.5,"Ser Bac",142.1,"4",1421
"1807","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","7",9,5185,10,518.5,"Ser Bac",178.5,"7",1606.5
"1808","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","9",9,5185,10,518.5,"Ser Bac",329.5,"9",2965.5
"1809","5-Ita1ConSer-B1","B1","Con","Ser","Ita","11",7,5674,10,567.4,"Ser Con",387.742857142857,"11",2714.2
"1810","5-Ita1ConSer-B1","B1","Con","Ser","Ita","14",7,5674,10,567.4,"Ser Con",566.028571428571,"14",3962.2
"1811","5-Ita1ConSer-B1","B1","Con","Ser","Ita","16",7,5674,10,567.4,"Ser Con",568.028571428571,"16",3976.2
"1812","5-Ita1ConSer-B1","B1","Con","Ser","Ita","18",7,5674,10,567.4,"Ser Con",568.028571428571,"18",3976.2
"1813","5-Ita1ConSer-B1","B1","Con","Ser","Ita","2",10,5674,10,567.4,"Ser Con",72.7,"2",727
"1814","5-Ita1ConSer-B1","B1","Con","Ser","Ita","4",10,5674,10,567.4,"Ser Con",129.4,"4",1294
"1815","5-Ita1ConSer-B1","B1","Con","Ser","Ita","7",7,5674,10,567.4,"Ser Con",256.028571428571,"7",1792.2
"1816","5-Ita1ConSer-B1","B1","Con","Ser","Ita","9",7,5674,10,567.4,"Ser Con",344.028571428571,"9",2408.2
"1817","5-Ita3LevNon-B3","B3","Lev","Non","Ita","11",10,6691,10,669.1,"Non Lev",437.4,"11",4374
