"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"1231","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",14,0,"14"
"1232","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",16,0,"16"
"1233","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",18,0,"18"
"1234","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",0,0,"0"
"1235","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",2,1,"2"
"1236","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",4,1,"4"
"1237","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",7,1,"7"
"1238","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",9,1,"9"
"1239","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",11,1,"11"
"1240","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",14,1,"14"
"1241","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",16,1,"16"
"1242","3-Can6ConNon-B6","B6","Con","Non","Can","Can Non",18,1,"18"
"1243","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",0,0,"0"
"1244","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",2,1,"2"
"1245","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",4,2,"4"
"1246","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",7,2,"7"
"1247","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",9,3,"9"
"1248","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",11,3,"11"
"1249","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",14,3,"14"
"1250","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",16,3,"16"
"1251","4-Ita6BacSer-B6","B6","Bac","Ser","Ita","Ita Ser",18,3,"18"
"1252","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",0,0,"0"
"1253","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",2,0,"2"
"1254","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",4,0,"4"
"1255","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",7,1,"7"
"1256","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",9,1,"9"
"1257","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",11,1,"11"
"1258","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",14,1,"14"
"1259","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",16,1,"16"
"1260","5-Gre6BacSer-B6","B6","Bac","Ser","Gre","Gre Ser",18,1,"18"
"1261","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",0,0,"0"
"1262","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",2,0,"2"
"1263","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",4,0,"4"
"1264","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",7,1,"7"
"1265","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",9,1,"9"
"1266","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",11,1,"11"
"1267","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",14,2,"14"
"1268","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",16,2,"16"
"1269","6-Can6BacSer-B6","B6","Bac","Ser","Can","Can Ser",18,2,"18"
"1270","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",0,0,"0"
"1271","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",2,0,"2"
"1272","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",4,0,"4"
"1273","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",7,1,"7"
"1274","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",9,1,"9"
"1275","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",11,1,"11"
"1276","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",14,1,"14"
"1277","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",16,1,"16"
"1278","7-Can6ConSte-B6","B6","Con","Ste","Can","Can Ste",18,1,"18"
"1279","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",0,0,"0"
"1280","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",2,0,"2"
"1281","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",4,0,"4"
"1282","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",7,0,"7"
"1283","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",9,1,"9"
"1284","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",11,1,"11"
"1285","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",14,1,"14"
"1286","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",16,2,"16"
"1287","8-Ita6ConSte-B6","B6","Con","Ste","Ita","Ita Ste",18,2,"18"
"1288","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",0,0,"0"
"1289","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",2,0,"2"
"1290","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",4,0,"4"
"1291","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",7,0,"7"
"1292","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",9,0,"9"
"1293","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",11,0,"11"
"1294","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",14,0,"14"
"1295","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",16,0,"16"
"1296","9-Gre6ConSte-B6","B6","Con","Ste","Gre","Gre Ste",18,0,"18"
"1297","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",0,0,"0"
"1298","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",2,0,"2"
"1299","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",4,0,"4"
"1300","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",7,0,"7"
"1301","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",9,0,"9"
"1302","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",11,0,"11"
"1303","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",14,0,"14"
"1304","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",16,0,"16"
"1305","10-Can6BacSte-B6","B6","Bac","Ste","Can","Can Ste",18,0,"18"
"1306","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",0,0,"0"
"1307","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",2,0,"2"
"1308","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",4,1,"4"
"1309","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",7,2,"7"
"1310","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",9,2,"9"
"1311","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",11,2,"11"
"1312","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",14,2,"14"
"1313","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",16,2,"16"
"1314","11-Ita6BacSte-B6","B6","Bac","Ste","Ita","Ita Ste",18,2,"18"
"1315","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",0,0,"0"
"1316","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",2,0,"2"
"1317","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",4,0,"4"
"1318","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",7,0,"7"
"1319","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",9,0,"9"
"1320","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",11,0,"11"
"1321","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",14,0,"14"
"1322","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",16,1,"16"
"1323","12-Gre6BacSte-B6","B6","Bac","Ste","Gre","Gre Ste",18,1,"18"
"1324","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",0,0,"0"
"1325","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",2,0,"2"
"1326","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",4,0,"4"
"1327","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",7,0,"7"
"1328","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",9,0,"9"
"1329","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",11,0,"11"
"1330","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",14,1,"14"
"1331","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",16,1,"16"
"1332","13-Ita6LevSer-B6","B6","Lev","Ser","Ita","Ita Ser",18,1,"18"
"1333","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",0,0,"0"
"1334","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",2,0,"2"
"1335","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",4,1,"4"
"1336","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",7,1,"7"
"1337","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",9,1,"9"
"1338","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",11,1,"11"
"1339","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",14,1,"14"
"1340","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",16,2,"16"
"1341","14-Gre6LevSer-B6","B6","Lev","Ser","Gre","Gre Ser",18,2,"18"
"1342","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",0,0,"0"
"1343","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",2,0,"2"
"1344","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",4,1,"4"
"1345","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",7,1,"7"
"1346","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",9,1,"9"
"1347","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",11,1,"11"
"1348","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",14,1,"14"
"1349","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",16,1,"16"
"1350","15-Can6LevSer-B6","B6","Lev","Ser","Can","Can Ser",18,1,"18"
"1351","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",0,0,"0"
"1352","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",2,0,"2"
"1353","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",4,0,"4"
"1354","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",7,0,"7"
"1355","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",9,0,"9"
"1356","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",11,0,"11"
"1357","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",14,0,"14"
"1358","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",16,0,"16"
"1359","16-Can6BacNon-B6","B6","Bac","Non","Can","Can Non",18,0,"18"
"1360","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",0,0,"0"
"1361","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",2,0,"2"
"1362","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",4,0,"4"
"1363","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",7,0,"7"
"1364","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",9,0,"9"
"1365","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",11,0,"11"
"1366","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",14,0,"14"
"1367","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",16,0,"16"
"1368","17-Ita6BacNon-B6","B6","Bac","Non","Ita","Ita Non",18,0,"18"
"1369","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",0,0,"0"
"1370","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",2,0,"2"
"1371","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",4,0,"4"
"1372","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",7,0,"7"
"1373","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",9,0,"9"
"1374","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",11,0,"11"
"1375","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",14,0,"14"
"1376","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",16,0,"16"
"1377","18-Gre6BacNon-B6","B6","Bac","Non","Gre","Gre Non",18,0,"18"
"1378","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",0,0,"0"
"1379","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",2,0,"2"
"1380","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",4,0,"4"
"1381","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",7,0,"7"
"1382","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",9,0,"9"
"1383","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",11,0,"11"
"1384","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",14,0,"14"
"1385","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",16,0,"16"
"1386","19-Ita6LevSte-B6","B6","Lev","Ste","Ita","Ita Ste",18,0,"18"
"1387","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",0,0,"0"
"1388","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",2,0,"2"
"1389","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",4,0,"4"
"1390","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",7,0,"7"
"1391","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",9,0,"9"
"1392","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",11,0,"11"
"1393","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",14,0,"14"
"1394","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",16,0,"16"
"1395","20-Gre6LevSte-B6","B6","Lev","Ste","Gre","Gre Ste",18,0,"18"
"1396","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",0,0,"0"
"1397","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",2,0,"2"
"1398","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",4,1,"4"
"1399","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",7,1,"7"
"1400","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",9,1,"9"
"1401","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",11,1,"11"
"1402","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",14,1,"14"
"1403","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",16,1,"16"
"1404","21-Can6LevSte-B6","B6","Lev","Ste","Can","Can Ste",18,1,"18"
"1405","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",0,0,"0"
"1406","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",2,0,"2"
"1407","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",4,0,"4"
"1408","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",7,3,"7"
"1409","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",9,3,"9"
"1410","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",11,3,"11"
"1411","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",14,3,"14"
"1412","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",16,3,"16"
"1413","22-Ita6ConSer-B6","B6","Con","Ser","Ita","Ita Ser",18,4,"18"
"1414","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",0,0,"0"
"1415","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",2,0,"2"
"1416","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",4,0,"4"
"1417","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",7,0,"7"
"1418","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",9,0,"9"
"1419","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",11,1,"11"
"1420","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",14,2,"14"
"1421","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",16,2,"16"
"1422","23-Gre6ConSer-B6","B6","Con","Ser","Gre","Gre Ser",18,2,"18"
"1423","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",0,0,"0"
"1424","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",2,0,"2"
"1425","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",4,0,"4"
"1426","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",7,0,"7"
"1427","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",9,2,"9"
"1428","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",11,2,"11"
"1429","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",14,2,"14"
"1430","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",16,2,"16"
"1431","24-Can6ConSer-B6","B6","Con","Ser","Can","Can Ser",18,2,"18"
"1432","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",0,0,"0"
"1433","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",2,0,"2"
"1434","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",4,0,"4"
"1435","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",7,0,"7"
"1436","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",9,0,"9"
"1437","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",11,0,"11"
"1438","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",14,0,"14"
"1439","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",16,0,"16"
"1440","25-Gre6LevNon-B6","B6","Lev","Non","Gre","Gre Non",18,0,"18"
"1441","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",0,0,"0"
"1442","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",2,0,"2"
"1443","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",4,0,"4"
"1444","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",7,0,"7"
"1445","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",9,0,"9"
"1446","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",11,0,"11"
"1447","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",14,0,"14"
"1448","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",16,0,"16"
"1449","26-Ita6LevNon-B6","B6","Lev","Non","Ita","Ita Non",18,0,"18"
"1450","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",0,0,"0"
"1451","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",2,0,"2"
"1452","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",4,0,"4"
"1453","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",7,0,"7"
"1454","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",9,0,"9"
"1455","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",11,0,"11"
"1456","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",14,0,"14"
"1457","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",16,0,"16"
"1458","27-Can6LevNon-B6","B6","Lev","Non","Can","Can Non",18,0,"18"
"1459","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",0,0,"0"
"1460","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",2,0,"2"
"1461","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",4,0,"4"
"1462","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",7,0,"7"
"1463","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",9,0,"9"
"1464","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",11,0,"11"
"1465","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",14,0,"14"
"1466","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",16,0,"16"
"1467","1-Ita7BacNon-B7","B7","Bac","Non","Ita","Ita Non",18,0,"18"
"1468","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",0,0,"0"
"1469","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",2,0,"2"
"1470","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",4,0,"4"
"1471","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",7,0,"7"
"1472","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",9,0,"9"
"1473","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",11,0,"11"
"1474","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",14,0,"14"
"1475","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",16,0,"16"
"1476","2-Can7BacNon-B7","B7","Bac","Non","Can","Can Non",18,0,"18"
"1477","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",0,0,"0"
"1478","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",2,0,"2"
"1479","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",4,0,"4"
"1480","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",7,0,"7"
"1481","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",9,0,"9"
"1482","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",11,0,"11"
"1483","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",14,0,"14"
"1484","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",16,0,"16"
"1485","3-Gre7BacNon-B7","B7","Bac","Non","Gre","Gre Non",18,0,"18"
"1486","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",0,0,"0"
"1487","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",2,0,"2"
"1488","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",4,0,"4"
"1489","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",7,0,"7"
"1490","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",9,0,"9"
"1491","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",11,0,"11"
"1492","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",14,0,"14"
"1493","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",16,0,"16"
"1494","4-Gre7LevNon-B7","B7","Lev","Non","Gre","Gre Non",18,0,"18"
"1495","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",0,0,"0"
"1496","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",2,0,"2"
"1497","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",4,0,"4"
"1498","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",7,0,"7"
"1499","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",9,0,"9"
"1500","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",11,0,"11"
"1501","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",14,0,"14"
"1502","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",16,0,"16"
"1503","5-Ita7LevNon-B7","B7","Lev","Non","Ita","Ita Non",18,0,"18"
"1504","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",0,0,"0"
"1505","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",2,0,"2"
"1506","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",4,0,"4"
"1507","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",7,0,"7"
"1508","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",9,0,"9"
"1509","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",11,0,"11"
"1510","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",14,0,"14"
"1511","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",16,0,"16"
"1512","6-Can7LevNon-B7","B7","Lev","Non","Can","Can Non",18,0,"18"
"1513","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",0,0,"0"
"1514","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",2,0,"2"
"1515","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",4,0,"4"
"1516","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",7,0,"7"
"1517","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",9,0,"9"
"1518","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",11,0,"11"
"1519","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",14,0,"14"
"1520","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",16,0,"16"
"1521","7-Ita7BacSer-B7","B7","Bac","Ser","Ita","Ita Ser",18,0,"18"
"1522","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",0,0,"0"
"1523","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",2,0,"2"
"1524","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",4,0,"4"
"1525","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",7,0,"7"
"1526","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",9,0,"9"
"1527","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",11,1,"11"
"1528","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",14,2,"14"
"1529","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",16,2,"16"
"1530","8-Can7BacSer-B7","B7","Bac","Ser","Can","Can Ser",18,2,"18"
"1531","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",0,0,"0"
"1532","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",2,0,"2"
"1533","9-Gre7BacSer-B7","B7","Bac","Ser","Gre","Gre Ser",4,0,"4"
