"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"926","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",16,1,"16"
"927","22-Can4BacSer-B4","B4","Bac","Ser","Can","Can Ser",18,1,"18"
"928","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",0,0,"0"
"929","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",2,0,"2"
"930","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",4,0,"4"
"931","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",7,0,"7"
"932","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",9,1,"9"
"933","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",11,2,"11"
"934","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",14,2,"14"
"935","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",16,2,"16"
"936","23-Gre4BacSer-B4","B4","Bac","Ser","Gre","Gre Ser",18,3,"18"
"937","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",0,0,"0"
"938","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",2,0,"2"
"939","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",4,0,"4"
"940","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",7,1,"7"
"941","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",9,0,"9"
"942","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",11,2,"11"
"943","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",14,2,"14"
"944","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",16,3,"16"
"945","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","Ita Ser",18,3,"18"
"946","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",0,0,"0"
"947","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",2,0,"2"
"948","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",4,0,"4"
"949","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",7,0,"7"
"950","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",9,0,"9"
"951","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",11,0,"11"
"952","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",14,0,"14"
"953","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",16,0,"16"
"954","25-Ita4ConNon-B4","B4","Con","Non","Ita","Ita Non",18,0,"18"
"955","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",0,0,"0"
"956","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",2,0,"2"
"957","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",4,0,"4"
"958","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",7,0,"7"
"959","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",9,0,"9"
"960","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",11,0,"11"
"961","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",14,0,"14"
"962","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",16,0,"16"
"963","26-Gre4ConNon-B4","B4","Con","Non","Gre","Gre Non",18,0,"18"
"964","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",0,0,"0"
"965","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",2,0,"2"
"966","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",4,0,"4"
"967","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",7,0,"7"
"968","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",9,0,"9"
"969","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",11,0,"11"
"970","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",14,0,"14"
"971","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",16,0,"16"
"972","27-Can4ConNon-B4","B4","Con","Non","Can","Can Non",18,0,"18"
"973","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",0,0,"0"
"974","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",2,0,"2"
"975","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",4,0,"4"
"976","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",7,0,"7"
"977","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",9,0,"9"
"978","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",11,0,"11"
"979","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",14,1,"14"
"980","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",16,2,"16"
"981","1-Can5LevSer-B5","B5","Lev","Ser","Can","Can Ser",18,2,"18"
"982","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",0,0,"0"
"983","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",2,1,"2"
"984","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",4,1,"4"
"985","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",7,1,"7"
"986","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",9,2,"9"
"987","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",11,2,"11"
"988","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",14,2,"14"
"989","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",16,2,"16"
"990","2-Gre5LevSer-B5","B5","Lev","Ser","Gre","Gre Ser",18,3,"18"
"991","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",0,0,"0"
"992","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",2,0,"2"
"993","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",4,0,"4"
"994","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",7,0,"7"
"995","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",9,0,"9"
"996","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",11,0,"11"
"997","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",14,0,"14"
"998","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",16,0,"16"
"999","3-Ita5LevSer-B5","B5","Lev","Ser","Ita","Ita Ser",18,0,"18"
"1000","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",0,0,"0"
"1001","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",2,0,"2"
"1002","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",4,0,"4"
"1003","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",7,0,"7"
"1004","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",9,0,"9"
"1005","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",11,0,"11"
"1006","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",14,1,"14"
"1007","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",16,2,"16"
"1008","4-Ita5BacSer-B5","B5","Bac","Ser","Ita","Ita Ser",18,2,"18"
"1009","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",0,0,"0"
"1010","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",2,2,"2"
"1011","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",4,2,"4"
"1012","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",7,3,"7"
"1013","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",9,3,"9"
"1014","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",11,3,"11"
"1015","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",14,4,"14"
"1016","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",16,4,"16"
"1017","5-Gre5BacSer-B5","B5","Bac","Ser","Gre","Gre Ser",18,4,"18"
"1018","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",0,0,"0"
"1019","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",2,1,"2"
"1020","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",4,0,"4"
"1021","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",7,1,"7"
"1022","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",9,1,"9"
"1023","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",11,1,"11"
"1024","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",14,1,"14"
"1025","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",16,1,"16"
"1026","6-Can5BacSer-B5","B5","Bac","Ser","Can","Can Ser",18,1,"18"
"1027","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",0,0,"0"
"1028","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",2,0,"2"
"1029","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",4,0,"4"
"1030","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",7,0,"7"
"1031","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",9,0,"9"
"1032","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",11,0,"11"
"1033","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",14,0,"14"
"1034","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",16,0,"16"
"1035","7-Ita5ConNon-B5","B5","Con","Non","Ita","Ita Non",18,0,"18"
"1036","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",0,0,"0"
"1037","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",2,0,"2"
"1038","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",4,0,"4"
"1039","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",7,0,"7"
"1040","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",9,0,"9"
"1041","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",11,0,"11"
"1042","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",14,0,"14"
"1043","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",16,0,"16"
"1044","8-Can5ConNon-B5","B5","Con","Non","Can","Can Non",18,0,"18"
"1045","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",0,0,"0"
"1046","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",2,0,"2"
"1047","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",4,0,"4"
"1048","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",7,0,"7"
"1049","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",9,0,"9"
"1050","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",11,0,"11"
"1051","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",14,0,"14"
"1052","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",16,0,"16"
"1053","9-Gre5ConNon-B5","B5","Con","Non","Gre","Gre Non",18,0,"18"
"1054","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",0,0,"0"
"1055","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",2,0,"2"
"1056","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",4,0,"4"
"1057","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",7,0,"7"
"1058","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",9,0,"9"
"1059","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",11,0,"11"
"1060","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",14,0,"14"
"1061","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",16,0,"16"
"1062","10-Gre5ConSte-B5","B5","Con","Ste","Gre","Gre Ste",18,0,"18"
"1063","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",0,0,"0"
"1064","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",2,0,"2"
"1065","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",4,0,"4"
"1066","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",7,0,"7"
"1067","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",9,0,"9"
"1068","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",11,0,"11"
"1069","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",14,0,"14"
"1070","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",16,0,"16"
"1071","11-Ita5ConSte-B5","B5","Con","Ste","Ita","Ita Ste",18,0,"18"
"1072","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",0,0,"0"
"1073","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",2,0,"2"
"1074","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",4,0,"4"
"1075","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",7,0,"7"
"1076","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",9,0,"9"
"1077","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",11,0,"11"
"1078","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",14,0,"14"
"1079","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",16,0,"16"
"1080","12-Can5ConSte-B5","B5","Con","Ste","Can","Can Ste",18,0,"18"
"1081","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",0,0,"0"
"1082","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",2,1,"2"
"1083","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",4,1,"4"
"1084","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",7,1,"7"
"1085","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",9,1,"9"
"1086","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",11,1,"11"
"1087","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",14,1,"14"
"1088","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",16,1,"16"
"1089","13-Gre5LevNon-B5","B5","Lev","Non","Gre","Gre Non",18,1,"18"
"1090","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",0,0,"0"
"1091","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",2,0,"2"
"1092","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",4,0,"4"
"1093","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",7,0,"7"
"1094","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",9,0,"9"
"1095","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",11,0,"11"
"1096","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",14,0,"14"
"1097","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",16,0,"16"
"1098","14-Ita5LevNon-B5","B5","Lev","Non","Ita","Ita Non",18,0,"18"
"1099","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",0,0,"0"
"1100","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",2,0,"2"
"1101","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",4,1,"4"
"1102","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",7,1,"7"
"1103","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",9,1,"9"
"1104","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",11,1,"11"
"1105","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",14,1,"14"
"1106","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",16,1,"16"
"1107","15-Can5LevNon-B5","B5","Lev","Non","Can","Can Non",18,1,"18"
"1108","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",0,0,"0"
"1109","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",2,0,"2"
"1110","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",4,0,"4"
"1111","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",7,0,"7"
"1112","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",9,0,"9"
"1113","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",11,0,"11"
"1114","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",14,0,"14"
"1115","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",16,0,"16"
"1116","16-Can5BacNon-B5","B5","Bac","Non","Can","Can Non",18,0,"18"
"1117","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",0,0,"0"
"1118","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",2,0,"2"
"1119","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",4,0,"4"
"1120","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",7,0,"7"
"1121","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",9,0,"9"
"1122","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",11,0,"11"
"1123","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",14,0,"14"
"1124","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",16,0,"16"
"1125","17-Ita5BacNon-B5","B5","Bac","Non","Ita","Ita Non",18,0,"18"
"1126","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",0,0,"0"
"1127","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",2,0,"2"
"1128","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",4,0,"4"
"1129","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",7,0,"7"
"1130","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",9,0,"9"
"1131","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",11,1,"11"
"1132","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",14,1,"14"
"1133","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",16,1,"16"
"1134","18-Gre5BacNon-B5","B5","Bac","Non","Gre","Gre Non",18,1,"18"
"1135","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",0,0,"0"
"1136","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",2,0,"2"
"1137","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",4,0,"4"
"1138","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",7,0,"7"
"1139","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",9,0,"9"
"1140","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",11,0,"11"
"1141","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",14,0,"14"
"1142","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",16,0,"16"
"1143","19-Ita5BacSte-B5","B5","Bac","Ste","Ita","Ita Ste",18,0,"18"
"1144","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",0,0,"0"
"1145","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",2,0,"2"
"1146","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",4,0,"4"
"1147","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",7,0,"7"
"1148","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",9,0,"9"
"1149","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",11,0,"11"
"1150","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",14,0,"14"
"1151","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",16,0,"16"
"1152","20-Gre5BacSte-B5","B5","Bac","Ste","Gre","Gre Ste",18,1,"18"
"1153","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",0,0,"0"
"1154","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",2,0,"2"
"1155","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",4,0,"4"
"1156","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",7,0,"7"
"1157","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",9,0,"9"
"1158","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",11,0,"11"
"1159","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",14,0,"14"
"1160","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",16,0,"16"
"1161","21-Can5BacSte-B5","B5","Bac","Ste","Can","Can Ste",18,0,"18"
"1162","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",0,0,"0"
"1163","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",2,0,"2"
"1164","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",4,0,"4"
"1165","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",7,0,"7"
"1166","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",9,0,"9"
"1167","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",11,0,"11"
"1168","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",14,0,"14"
"1169","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",16,0,"16"
"1170","22-Gre5LevSte-B5","B5","Lev","Ste","Gre","Gre Ste",18,0,"18"
"1171","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",0,0,"0"
"1172","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",2,0,"2"
"1173","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",4,0,"4"
"1174","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",7,0,"7"
"1175","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",9,0,"9"
"1176","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",11,0,"11"
"1177","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",14,0,"14"
"1178","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",16,0,"16"
"1179","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","Ita Ste",18,0,"18"
"1180","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",0,0,"0"
"1181","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",2,0,"2"
"1182","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",4,0,"4"
"1183","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",7,0,"7"
"1184","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",9,0,"9"
"1185","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",11,0,"11"
"1186","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",14,0,"14"
"1187","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",16,0,"16"
"1188","24-Can5LevSte-B5","B5","Lev","Ste","Can","Can Ste",18,0,"18"
"1189","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",0,0,"0"
"1190","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",2,0,"2"
"1191","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",4,0,"4"
"1192","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",7,0,"7"
"1193","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",9,0,"9"
"1194","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",11,1,"11"
"1195","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",14,1,"14"
"1196","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",16,1,"16"
"1197","25-Ita5ConSer-B5","B5","Con","Ser","Ita","Ita Ser",18,1,"18"
"1198","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",0,0,"0"
"1199","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",2,1,"2"
"1200","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",4,3,"4"
"1201","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",7,3,"7"
"1202","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",9,3,"9"
"1203","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",11,4,"11"
"1204","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",14,4,"14"
"1205","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",16,4,"16"
"1206","26-Can5ConSer-B5","B5","Con","Ser","Can","Can Ser",18,5,"18"
"1207","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",0,0,"0"
"1208","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",2,0,"2"
"1209","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",4,0,"4"
"1210","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",7,0,"7"
"1211","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",9,0,"9"
"1212","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",11,1,"11"
"1213","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",14,1,"14"
"1214","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",16,1,"16"
"1215","27-Gre5ConSer-B5","B5","Con","Ser","Gre","Gre Ser",18,1,"18"
"1216","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",0,0,"0"
"1217","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",2,0,"2"
"1218","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",4,0,"4"
"1219","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",7,0,"7"
"1220","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",9,0,"9"
"1221","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",11,0,"11"
"1222","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",14,0,"14"
"1223","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",16,0,"16"
"1224","1-Ita6ConNon-B6","B6","Con","Non","Ita","Ita Non",18,0,"18"
"1225","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",0,0,"0"
"1226","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",2,0,"2"
"1227","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",4,0,"4"
"1228","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",7,0,"7"
"1229","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",9,0,"9"
"1230","2-Gre6ConNon-B6","B6","Con","Non","Gre","Gre Non",11,0,"11"
