Rep,Bloc,Trt,Strain,Time,Mass,Number,Mean
GreC3,B3,C,Gre,13,6426,9,714
GreC3,B3,C,Gre,14,6515,9,723.8888888888889
GreC3,B3,C,Gre,2,3197,10,319.7
GreC3,B3,C,Gre,3,3581,10,358.1
GreC3,B3,C,Gre,4,4064,10,406.4
GreC3,B3,C,Gre,5,4051,10,405.1
GreC3,B3,C,Gre,6,3989,10,398.9
GreC3,B3,C,Gre,7,3988,10,398.8
GreC3,B3,C,Gre,8,4476,9,497.3333333333333
GreC3,B3,C,Gre,9,4894,9,543.7777777777778
GreC4,B4,C,Gre,0,2605,10,260.5
GreC4,B4,C,Gre,1,2770,10,277
GreC4,B4,C,Gre,10,5712,10,571.2
GreC4,B4,C,Gre,11,6384,10,638.4
GreC4,B4,C,Gre,12,6945,10,694.5
GreC4,B4,C,Gre,13,7142,10,714.2
GreC4,B4,C,Gre,14,7185,10,718.5
GreC4,B4,C,Gre,2,3515,10,351.5
GreC4,B4,C,Gre,3,3881,10,388.1
GreC4,B4,C,Gre,4,4209,10,420.9
GreC4,B4,C,Gre,5,4452,10,445.2
GreC4,B4,C,Gre,6,4346,10,434.6
GreC4,B4,C,Gre,7,4438,10,443.8
GreC4,B4,C,Gre,8,4548,10,454.8
GreC4,B4,C,Gre,9,4955,10,495.5
GreC5,B5,C,Gre,0,2447,10,244.7
GreC5,B5,C,Gre,1,2883,10,288.3
GreC5,B5,C,Gre,10,5857,10,585.7
GreC5,B5,C,Gre,11,6069,10,606.9
GreC5,B5,C,Gre,12,6152,10,615.2
GreC5,B5,C,Gre,13,5941,10,594.1
GreC5,B5,C,Gre,14,6458,10,645.8
GreC5,B5,C,Gre,2,3319,10,331.9
GreC5,B5,C,Gre,3,3573,10,357.3
GreC5,B5,C,Gre,4,3750,10,375
GreC5,B5,C,Gre,5,3725,10,372.5
GreC5,B5,C,Gre,6,3827,10,382.7
GreC5,B5,C,Gre,7,4263,10,426.3
GreC5,B5,C,Gre,8,4708,10,470.8
GreC5,B5,C,Gre,9,5476,10,547.6
GreC6,B6,C,Gre,0,1960,10,196
GreC6,B6,C,Gre,1,2548,10,254.8
GreC6,B6,C,Gre,10,4802,10,480.2
GreC6,B6,C,Gre,11,4766,10,476.6
GreC6,B6,C,Gre,12,5021,10,502.1
GreC6,B6,C,Gre,13,5044,10,504.4
GreC6,B6,C,Gre,14,5130,10,513
GreC6,B6,C,Gre,2,2920,10,292
GreC6,B6,C,Gre,3,3089,10,308.9
GreC6,B6,C,Gre,4,3245,10,324.5
GreC6,B6,C,Gre,5,3228,10,322.8
GreC6,B6,C,Gre,6,3233,10,323.3
GreC6,B6,C,Gre,7,3485,10,348.5
GreC6,B6,C,Gre,8,4150,10,415
GreC6,B6,C,Gre,9,4301,10,430.1
GreC7,B7,C,Gre,0,2097,10,209.7
GreC7,B7,C,Gre,1,2795,10,279.5
GreC7,B7,C,Gre,10,5323,10,532.3
GreC7,B7,C,Gre,11,5457,10,545.7
GreC7,B7,C,Gre,12,6003,10,600.3
GreC7,B7,C,Gre,13,5695,9,632.7777777777778
GreC7,B7,C,Gre,14,5937,9,659.6666666666666
GreC7,B7,C,Gre,2,3208,10,320.8
GreC7,B7,C,Gre,3,3498,10,349.8
GreC7,B7,C,Gre,4,3502,10,350.2
GreC7,B7,C,Gre,5,3525,10,352.5
GreC7,B7,C,Gre,6,3891,10,389.1
GreC7,B7,C,Gre,7,4530,10,453
GreC7,B7,C,Gre,8,4542,10,454.2
GreC7,B7,C,Gre,9,4929,10,492.9
GreC8,B8,C,Gre,0,2267,10,226.7
GreC8,B8,C,Gre,1,2598,10,259.8
GreC8,B8,C,Gre,10,5680,10,568
GreC8,B8,C,Gre,11,5569,10,556.9
GreC8,B8,C,Gre,12,5794,10,579.4
GreC8,B8,C,Gre,13,6298,10,629.8
GreC8,B8,C,Gre,14,6513,10,651.3
GreC8,B8,C,Gre,2,3237,10,323.7
GreC8,B8,C,Gre,3,3461,10,346.1
GreC8,B8,C,Gre,4,3588,10,358.8
GreC8,B8,C,Gre,5,3549,10,354.9
GreC8,B8,C,Gre,6,4231,10,423.1
GreC8,B8,C,Gre,7,4300,10,430
GreC8,B8,C,Gre,8,4654,10,465.4
GreC8,B8,C,Gre,9,5163,10,516.3
GreC9,B9,C,Gre,0,2345,10,234.5
GreC9,B9,C,Gre,1,3127,10,312.7
GreC9,B9,C,Gre,10,6308,10,630.8
GreC9,B9,C,Gre,11,6592,10,659.2
GreC9,B9,C,Gre,12,7221,10,722.1
GreC9,B9,C,Gre,13,7168,10,716.8
GreC9,B9,C,Gre,14,7733,10,773.3
GreC9,B9,C,Gre,2,3508,10,350.8
GreC9,B9,C,Gre,3,3633,10,363.3
GreC9,B9,C,Gre,4,3847,10,384.7
GreC9,B9,C,Gre,5,4200,10,420
GreC9,B9,C,Gre,6,4317,10,431.7
GreC9,B9,C,Gre,7,4605,10,460.5
GreC9,B9,C,Gre,8,5108,10,510.8
GreC9,B9,C,Gre,9,5436,10,543.6
Inv1B1,B1,B,Inv1,0,2378,10,237.8
Inv1B1,B1,B,Inv1,1,2889,10,288.9
Inv1B1,B1,B,Inv1,10,4061,8,507.625
Inv1B1,B1,B,Inv1,11,4457,8,557.125
Inv1B1,B1,B,Inv1,12,4785,8,598.125
Inv1B1,B1,B,Inv1,13,4883,8,610.375
Inv1B1,B1,B,Inv1,14,4449,7,635.5714285714286
Inv1B1,B1,B,Inv1,2,3202,10,320.2
Inv1B1,B1,B,Inv1,3,3580,10,358
Inv1B1,B1,B,Inv1,4,3765,10,376.5
Inv1B1,B1,B,Inv1,5,3893,10,389.3
Inv1B1,B1,B,Inv1,6,3820,10,382
Inv1B1,B1,B,Inv1,7,3928,10,392.8
Inv1B1,B1,B,Inv1,8,3354,8,419.25
Inv1B1,B1,B,Inv1,9,3508,8,438.5
Inv1B10,B10,B,Inv1,0,2224,10,222.4
Inv1B10,B10,B,Inv1,1,2765,9,307.22222222222223
Inv1B10,B10,B,Inv1,10,3925,7,560.7142857142857
Inv1B10,B10,B,Inv1,11,3999,7,571.2857142857143
Inv1B10,B10,B,Inv1,12,4121,7,588.7142857142857
Inv1B10,B10,B,Inv1,13,4277,7,611
Inv1B10,B10,B,Inv1,14,3925,7,560.7142857142857
Inv1B10,B10,B,Inv1,2,2965,9,329.44444444444446
Inv1B10,B10,B,Inv1,3,3088,9,343.1111111111111
Inv1B10,B10,B,Inv1,4,3354,9,372.6666666666667
Inv1B10,B10,B,Inv1,5,3412,9,379.1111111111111
Inv1B10,B10,B,Inv1,6,3411,9,379
Inv1B10,B10,B,Inv1,7,3429,9,381
Inv1B10,B10,B,Inv1,8,3258,8,407.25
Inv1B10,B10,B,Inv1,9,3698,8,462.25
Inv1B2,B2,B,Inv1,0,2811,10,281.1
Inv1B2,B2,B,Inv1,1,3028,10,302.8
Inv1B2,B2,B,Inv1,10,4300,8,537.5
Inv1B2,B2,B,Inv1,11,4532,8,566.5
Inv1B2,B2,B,Inv1,12,3685,6,614.1666666666666
Inv1B2,B2,B,Inv1,13,3621,5,724.2
Inv1B2,B2,B,Inv1,14,3538,5,707.6
Inv1B2,B2,B,Inv1,2,3428,10,342.8
Inv1B2,B2,B,Inv1,3,3683,10,368.3
Inv1B2,B2,B,Inv1,4,3440,9,382.22222222222223
Inv1B2,B2,B,Inv1,5,3742,9,415.77777777777777
Inv1B2,B2,B,Inv1,6,3810,9,423.3333333333333
Inv1B2,B2,B,Inv1,7,3624,8,453
Inv1B2,B2,B,Inv1,8,3787,8,473.375
Inv1B2,B2,B,Inv1,9,3868,8,483.5
Inv1B3,B3,B,Inv1,0,2357,10,235.7
Inv1B3,B3,B,Inv1,1,2557,9,284.1111111111111
Inv1B3,B3,B,Inv1,10,1636,4,409
Inv1B3,B3,B,Inv1,11,1868,4,467
Inv1B3,B3,B,Inv1,12,1972,4,493
Inv1B3,B3,B,Inv1,13,1982,4,495.5
Inv1B3,B3,B,Inv1,14,2092,4,523
Inv1B3,B3,B,Inv1,2,2672,8,334
Inv1B3,B3,B,Inv1,3,2820,8,352.5
Inv1B3,B3,B,Inv1,4,2998,8,374.75
Inv1B3,B3,B,Inv1,5,2916,8,364.5
Inv1B3,B3,B,Inv1,6,3113,8,389.125
Inv1B3,B3,B,Inv1,7,3051,8,381.375
Inv1B3,B3,B,Inv1,8,2832,7,404.57142857142856
Inv1B3,B3,B,Inv1,9,2395,6,399.1666666666667
Inv1B4,B4,B,Inv1,0,2094,10,209.4
Inv1B4,B4,B,Inv1,1,2446,10,244.6
Inv1B4,B4,B,Inv1,10,4787,10,478.7
Inv1B4,B4,B,Inv1,11,5554,10,555.4
Inv1B4,B4,B,Inv1,12,5209,9,578.7777777777778
Inv1B4,B4,B,Inv1,13,5527,9,614.1111111111111
Inv1B4,B4,B,Inv1,14,5278,8,659.75
Inv1B4,B4,B,Inv1,2,2866,10,286.6
Inv1B4,B4,B,Inv1,3,2998,10,299.8
Inv1B4,B4,B,Inv1,4,3478,10,347.8
Inv1B4,B4,B,Inv1,5,3607,10,360.7
Inv1B4,B4,B,Inv1,6,3579,10,357.9
Inv1B4,B4,B,Inv1,7,3898,10,389.8
Inv1B4,B4,B,Inv1,8,4299,10,429.9
Inv1B4,B4,B,Inv1,9,4482,10,448.2
Inv1B5,B5,B,Inv1,0,2380,10,238
Inv1B5,B5,B,Inv1,1,3065,10,306.5
Inv1B5,B5,B,Inv1,10,4489,9,498.77777777777777
Inv1B5,B5,B,Inv1,11,4753,9,528.1111111111111
Inv1B5,B5,B,Inv1,12,4999,9,555.4444444444445
Inv1B5,B5,B,Inv1,13,5122,9,569.1111111111111
Inv1B5,B5,B,Inv1,14,4916,8,614.5
Inv1B5,B5,B,Inv1,2,3302,10,330.2
Inv1B5,B5,B,Inv1,3,3263,9,362.55555555555554
Inv1B5,B5,B,Inv1,4,3327,9,369.6666666666667
Inv1B5,B5,B,Inv1,5,3436,9,381.77777777777777
Inv1B5,B5,B,Inv1,6,3482,9,386.8888888888889
Inv1B5,B5,B,Inv1,7,3582,9,398
Inv1B5,B5,B,Inv1,8,3715,9,412.77777777777777
Inv1B5,B5,B,Inv1,9,4170,9,463.3333333333333
Inv1B6,B6,B,Inv1,0,2066,10,206.6
Inv1B6,B6,B,Inv1,1,2639,9,293.22222222222223
Inv1B6,B6,B,Inv1,10,4117,9,457.44444444444446
Inv1B6,B6,B,Inv1,11,3884,8,485.5
Inv1B6,B6,B,Inv1,12,3959,6,659.8333333333334
Inv1B6,B6,B,Inv1,13,3991,6,665.1666666666666
Inv1B6,B6,B,Inv1,14,3987,6,664.5
Inv1B6,B6,B,Inv1,2,2696,9,299.55555555555554
Inv1B6,B6,B,Inv1,3,2995,9,332.77777777777777
Inv1B6,B6,B,Inv1,4,3258,9,362
Inv1B6,B6,B,Inv1,5,3186,9,354
Inv1B6,B6,B,Inv1,6,3153,9,350.3333333333333
Inv1B6,B6,B,Inv1,7,3254,9,361.55555555555554
Inv1B6,B6,B,Inv1,8,3389,9,376.55555555555554
Inv1B6,B6,B,Inv1,9,4030,9,447.77777777777777
Inv1B7,B7,B,Inv1,0,2483,10,248.3
Inv1B7,B7,B,Inv1,1,3043,10,304.3
Inv1B7,B7,B,Inv1,10,4387,9,487.44444444444446
Inv1B7,B7,B,Inv1,11,4282,9,475.77777777777777
Inv1B7,B7,B,Inv1,12,3761,8,470.125
Inv1B7,B7,B,Inv1,13,3835,8,479.375
Inv1B7,B7,B,Inv1,14,4398,8,549.75
Inv1B7,B7,B,Inv1,2,3206,10,320.6
Inv1B7,B7,B,Inv1,3,3144,10,314.4
Inv1B7,B7,B,Inv1,4,3278,10,327.8
Inv1B7,B7,B,Inv1,5,3545,10,354.5
Inv1B7,B7,B,Inv1,6,3835,10,383.5
Inv1B7,B7,B,Inv1,7,4244,10,424.4
Inv1B7,B7,B,Inv1,8,4234,10,423.4
Inv1B7,B7,B,Inv1,9,3903,9,433.6666666666667
Inv1B8,B8,B,Inv1,0,2325,10,232.5
Inv1B8,B8,B,Inv1,1,2859,10,285.9
Inv1B8,B8,B,Inv1,10,4097,8,512.125
Inv1B8,B8,B,Inv1,11,4461,8,557.625
Inv1B8,B8,B,Inv1,12,4560,8,570
Inv1B8,B8,B,Inv1,13,4764,8,595.5
Inv1B8,B8,B,Inv1,14,4808,8,601
Inv1B8,B8,B,Inv1,2,3254,10,325.4
Inv1B8,B8,B,Inv1,3,3507,10,350.7
Inv1B8,B8,B,Inv1,4,3692,10,369.2
Inv1B8,B8,B,Inv1,5,3960,10,396
Inv1B8,B8,B,Inv1,6,4076,10,407.6
Inv1B8,B8,B,Inv1,7,4105,10,410.5
Inv1B8,B8,B,Inv1,8,3792,9,421.3333333333333
Inv1B8,B8,B,Inv1,9,3874,9,430.44444444444446
Inv1B9,B9,B,Inv1,0,2397,10,239.7
Inv1B9,B9,B,Inv1,1,2417,9,268.55555555555554
Inv1B9,B9,B,Inv1,10,2516,6,419.3333333333333
Inv1B9,B9,B,Inv1,11,2673,6,445.5
Inv1B9,B9,B,Inv1,12,2795,6,465.8333333333333
Inv1B9,B9,B,Inv1,13,3172,6,528.6666666666666
Inv1B9,B9,B,Inv1,14,3281,6,546.8333333333334
Inv1B9,B9,B,Inv1,2,2554,9,283.77777777777777
Inv1B9,B9,B,Inv1,3,2616,9,290.6666666666667
Inv1B9,B9,B,Inv1,4,2405,8,300.625
Inv1B9,B9,B,Inv1,5,2509,8,313.625
Inv1B9,B9,B,Inv1,6,2361,7,337.2857142857143
Inv1B9,B9,B,Inv1,7,2394,7,342
Inv1B9,B9,B,Inv1,8,2382,6,397
Inv1B9,B9,B,Inv1,9,2528,6,421.3333333333333
Inv1C1,B1,C,Inv1,0,2081,10,208.1
Inv1C1,B1,C,Inv1,1,3129,10,312.9
Inv1C1,B1,C,Inv1,10,4669,9,518.7777777777778
Inv1C1,B1,C,Inv1,11,5052,9,561.3333333333334
Inv1C1,B1,C,Inv1,12,4710,8,588.75
Inv1C1,B1,C,Inv1,13,4746,8,593.25
Inv1C1,B1,C,Inv1,14,4751,8,593.875
Inv1C1,B1,C,Inv1,2,3504,10,350.4
Inv1C1,B1,C,Inv1,3,3643,10,364.3
Inv1C1,B1,C,Inv1,4,3809,10,380.9
Inv1C1,B1,C,Inv1,5,3937,10,393.7
Inv1C1,B1,C,Inv1,6,4013,10,401.3
Inv1C1,B1,C,Inv1,7,4242,10,424.2
Inv1C1,B1,C,Inv1,8,4667,9,518.5555555555555
Inv1C1,B1,C,Inv1,9,4808,9,534.2222222222222
Inv1C10,B10,C,Inv1,0,2341,10,234.1
Inv1C10,B10,C,Inv1,1,2776,10,277.6
Inv1C10,B10,C,Inv1,10,6091,10,609.1
Inv1C10,B10,C,Inv1,11,6545,10,654.5
Inv1C10,B10,C,Inv1,12,6899,10,689.9
Inv1C10,B10,C,Inv1,13,6845,10,684.5
Inv1C10,B10,C,Inv1,14,7477,10,747.7
Inv1C10,B10,C,Inv1,2,3669,10,366.9
Inv1C10,B10,C,Inv1,3,3839,10,383.9
Inv1C10,B10,C,Inv1,4,3958,10,395.8
Inv1C10,B10,C,Inv1,5,3978,10,397.8
Inv1C10,B10,C,Inv1,6,4205,10,420.5
Inv1C10,B10,C,Inv1,7,4435,10,443.5
Inv1C10,B10,C,Inv1,8,4971,10,497.1
Inv1C10,B10,C,Inv1,9,5661,10,566.1
Inv1C2,B2,C,Inv1,0,2440,10,244
Inv1C2,B2,C,Inv1,1,2744,10,274.4
Inv1C2,B2,C,Inv1,10,4554,10,455.4
Inv1C2,B2,C,Inv1,11,4982,10,498.2
Inv1C2,B2,C,Inv1,12,5298,10,529.8
Inv1C2,B2,C,Inv1,13,5788,10,578.8
Inv1C2,B2,C,Inv1,14,5644,10,564.4
Inv1C2,B2,C,Inv1,2,3070,10,307
Inv1C2,B2,C,Inv1,3,3260,10,326
Inv1C2,B2,C,Inv1,4,3413,10,341.3
Inv1C2,B2,C,Inv1,5,3483,10,348.3
Inv1C2,B2,C,Inv1,6,3615,10,361.5
Inv1C2,B2,C,Inv1,7,3813,10,381.3
Inv1C2,B2,C,Inv1,8,4096,10,409.6
Inv1C2,B2,C,Inv1,9,4283,10,428.3
Inv1C3,B3,C,Inv1,0,2460,10,246
Inv1C3,B3,C,Inv1,1,2667,10,266.7
Inv1C3,B3,C,Inv1,10,5313,10,531.3
Inv1C3,B3,C,Inv1,11,5588,10,558.8
Inv1C3,B3,C,Inv1,12,5823,10,582.3
Inv1C3,B3,C,Inv1,13,5682,10,568.2
Inv1C3,B3,C,Inv1,14,5903,10,590.3
Inv1C3,B3,C,Inv1,2,3205,10,320.5
Inv1C3,B3,C,Inv1,3,3334,10,333.4
Inv1C3,B3,C,Inv1,4,3710,10,371
Inv1C3,B3,C,Inv1,5,3619,10,361.9
Inv1C3,B3,C,Inv1,6,3746,10,374.6
Inv1C3,B3,C,Inv1,7,3691,10,369.1
Inv1C3,B3,C,Inv1,8,4418,10,441.8
Inv1C3,B3,C,Inv1,9,4897,10,489.7
Inv1C4,B4,C,Inv1,0,1962,10,196.2
Inv1C4,B4,C,Inv1,1,2181,10,218.1
Inv1C4,B4,C,Inv1,10,5044,10,504.4
Inv1C4,B4,C,Inv1,11,5426,10,542.6
Inv1C4,B4,C,Inv1,12,5663,10,566.3
Inv1C4,B4,C,Inv1,13,5769,10,576.9
Inv1C4,B4,C,Inv1,14,5843,10,584.3
Inv1C4,B4,C,Inv1,2,2873,10,287.3
Inv1C4,B4,C,Inv1,3,3180,10,318
Inv1C4,B4,C,Inv1,4,3229,10,322.9
Inv1C4,B4,C,Inv1,5,3374,10,337.4
Inv1C4,B4,C,Inv1,6,3394,10,339.4
Inv1C4,B4,C,Inv1,7,3390,10,339
Inv1C4,B4,C,Inv1,8,3919,10,391.9
Inv1C4,B4,C,Inv1,9,4278,10,427.8
Inv1C5,B5,C,Inv1,0,2204,10,220.4
Inv1C5,B5,C,Inv1,1,2580,10,258
Inv1C5,B5,C,Inv1,10,3092,7,441.7142857142857
Inv1C5,B5,C,Inv1,11,2795,6,465.8333333333333
Inv1C5,B5,C,Inv1,12,2939,6,489.8333333333333
Inv1C5,B5,C,Inv1,13,2518,4,629.5
Inv1C5,B5,C,Inv1,14,2330,4,582.5
Inv1C5,B5,C,Inv1,2,3547,10,354.7
Inv1C5,B5,C,Inv1,3,3122,10,312.2
Inv1C5,B5,C,Inv1,4,3265,10,326.5
Inv1C5,B5,C,Inv1,5,3421,10,342.1
Inv1C5,B5,C,Inv1,6,2920,9,324.44444444444446
Inv1C5,B5,C,Inv1,7,3180,9,353.3333333333333
Inv1C5,B5,C,Inv1,8,3381,9,375.6666666666667
Inv1C5,B5,C,Inv1,9,3201,8,400.125
Inv1C6,B6,C,Inv1,0,2222,10,222.2
Inv1C6,B6,C,Inv1,1,2906,10,290.6
Inv1C6,B6,C,Inv1,10,5801,10,580.1
Inv1C6,B6,C,Inv1,11,6238,10,623.8
Inv1C6,B6,C,Inv1,12,6516,10,651.6
Inv1C6,B6,C,Inv1,13,6955,10,695.5
Inv1C6,B6,C,Inv1,14,7143,10,714.3
Inv1C6,B6,C,Inv1,2,3472,10,347.2
Inv1C6,B6,C,Inv1,3,3862,10,386.2
Inv1C6,B6,C,Inv1,4,4003,10,400.3
Inv1C6,B6,C,Inv1,5,4129,10,412.9
Inv1C6,B6,C,Inv1,6,4083,10,408.3
Inv1C6,B6,C,Inv1,7,4288,10,428.8
Inv1C6,B6,C,Inv1,8,4819,10,481.9
Inv1C6,B6,C,Inv1,9,5385,10,538.5
Inv1C7,B7,C,Inv1,0,2203,10,220.3
Inv1C7,B7,C,Inv1,1,2728,10,272.8
Inv1C7,B7,C,Inv1,10,4852,9,539.1111111111111
Inv1C7,B7,C,Inv1,11,4930,9,547.7777777777778
Inv1C7,B7,C,Inv1,12,5322,9,591.3333333333334
Inv1C7,B7,C,Inv1,13,5381,9,597.8888888888889
Inv1C7,B7,C,Inv1,14,5395,9,599.4444444444445
Inv1C7,B7,C,Inv1,2,3205,10,320.5
Inv1C7,B7,C,Inv1,3,3405,10,340.5
Inv1C7,B7,C,Inv1,4,3400,10,340
Inv1C7,B7,C,Inv1,5,3518,10,351.8
Inv1C7,B7,C,Inv1,6,3657,10,365.7
Inv1C7,B7,C,Inv1,7,4123,10,412.3
Inv1C7,B7,C,Inv1,8,4580,10,458
Inv1C7,B7,C,Inv1,9,4474,9,497.1111111111111
Inv1C8,B8,C,Inv1,0,1867,10,186.7
Inv1C8,B8,C,Inv1,1,2276,10,227.6
Inv1C8,B8,C,Inv1,10,5189,10,518.9
Inv1C8,B8,C,Inv1,11,5676,10,567.6
Inv1C8,B8,C,Inv1,12,6029,10,602.9
Inv1C8,B8,C,Inv1,13,6004,10,600.4
Inv1C8,B8,C,Inv1,14,6142,10,614.2
Inv1C8,B8,C,Inv1,2,2838,10,283.8
Inv1C8,B8,C,Inv1,3,2981,10,298.1
Inv1C8,B8,C,Inv1,4,3362,10,336.2
Inv1C8,B8,C,Inv1,5,3321,10,332.1
Inv1C8,B8,C,Inv1,6,3676,10,367.6
Inv1C8,B8,C,Inv1,7,3779,10,377.9
Inv1C8,B8,C,Inv1,8,4209,10,420.9
Inv1C8,B8,C,Inv1,9,4751,10,475.1
Inv1C9,B9,C,Inv1,0,2487,10,248.7
Inv1C9,B9,C,Inv1,1,2894,10,289.4
Inv1C9,B9,C,Inv1,10,4757,9,528.5555555555555
Inv1C9,B9,C,Inv1,11,4920,9,546.6666666666666
Inv1C9,B9,C,Inv1,12,5342,9,593.5555555555555
Inv1C9,B9,C,Inv1,13,5541,9,615.6666666666666
Inv1C9,B9,C,Inv1,14,6051,9,672.3333333333334
Inv1C9,B9,C,Inv1,2,3229,10,322.9
Inv1C9,B9,C,Inv1,3,3298,10,329.8
Inv1C9,B9,C,Inv1,4,3461,10,346.1
Inv1C9,B9,C,Inv1,5,3601,10,360.1
Inv1C9,B9,C,Inv1,6,3407,9,378.55555555555554
Inv1C9,B9,C,Inv1,7,3777,9,419.6666666666667
Inv1C9,B9,C,Inv1,8,4010,9,445.55555555555554
Inv1C9,B9,C,Inv1,9,4325,9,480.55555555555554
Inv2B1,B1,B,Inv2,0,1854,10,185.4
Inv2B1,B1,B,Inv2,1,2050,9,227.77777777777777
Inv2B1,B1,B,Inv2,10,3341,8,417.625
Inv2B1,B1,B,Inv2,11,3520,8,440
Inv2B1,B1,B,Inv2,12,4038,8,504.75
Inv2B1,B1,B,Inv2,13,4192,8,524
Inv2B1,B1,B,Inv2,14,4160,8,520
Inv2B1,B1,B,Inv2,2,2241,9,249
Inv2B1,B1,B,Inv2,3,2213,8,276.625
Inv2B1,B1,B,Inv2,4,2536,8,317
Inv2B1,B1,B,Inv2,5,2475,8,309.375
Inv2B1,B1,B,Inv2,6,2511,8,313.875
Inv2B1,B1,B,Inv2,7,2755,8,344.375
Inv2B1,B1,B,Inv2,8,3022,8,377.75
Inv2B1,B1,B,Inv2,9,2952,8,369
Inv2B10,B10,B,Inv2,0,2232,10,223.2
Inv2B10,B10,B,Inv2,1,1759,8,219.875
Inv2B10,B10,B,Inv2,10,3633,8,454.125
Inv2B10,B10,B,Inv2,11,3920,8,490
Inv2B10,B10,B,Inv2,12,4039,8,504.875
Inv2B10,B10,B,Inv2,13,4013,8,501.625
Inv2B10,B10,B,Inv2,14,5921,8,740.125
Inv2B10,B10,B,Inv2,2,2090,8,261.25
Inv2B10,B10,B,Inv2,3,2241,8,280.125
Inv2B10,B10,B,Inv2,4,2384,8,298
Inv2B10,B10,B,Inv2,5,2400,8,300
Inv2B10,B10,B,Inv2,6,2376,8,297
Inv2B10,B10,B,Inv2,7,2351,8,293.875
Inv2B10,B10,B,Inv2,8,2777,8,347.125
Inv2B10,B10,B,Inv2,9,3168,8,396
Inv2B2,B2,B,Inv2,0,1853,10,185.3
Inv2B2,B2,B,Inv2,1,2205,9,245
Inv2B2,B2,B,Inv2,10,3492,8,436.5
Inv2B2,B2,B,Inv2,11,3580,8,447.5
Inv2B2,B2,B,Inv2,12,4121,8,515.125
Inv2B2,B2,B,Inv2,13,4247,8,530.875
Inv2B2,B2,B,Inv2,14,4329,8,541.125
Inv2B2,B2,B,Inv2,2,2120,9,235.55555555555554
Inv2B2,B2,B,Inv2,3,2335,9,259.44444444444446
Inv2B2,B2,B,Inv2,4,2156,8,269.5
Inv2B2,B2,B,Inv2,5,2345,8,293.125
Inv2B2,B2,B,Inv2,6,2438,8,304.75
Inv2B2,B2,B,Inv2,7,2668,8,333.5
Inv2B2,B2,B,Inv2,8,2917,8,364.625
Inv2B2,B2,B,Inv2,9,3153,8,394.125
Inv2B3,B3,B,Inv2,0,2105,10,210.5
Inv2B3,B3,B,Inv2,1,2264,9,251.55555555555554
Inv2B3,B3,B,Inv2,10,3004,7,429.14285714285717
Inv2B3,B3,B,Inv2,11,3488,7,498.2857142857143
Inv2B3,B3,B,Inv2,12,3583,7,511.85714285714283
Inv2B3,B3,B,Inv2,13,3720,7,531.4285714285714
Inv2B3,B3,B,Inv2,14,3561,7,508.7142857142857
Inv2B3,B3,B,Inv2,2,2180,8,272.5
Inv2B3,B3,B,Inv2,3,2275,8,284.375
Inv2B3,B3,B,Inv2,4,2065,7,295
Inv2B3,B3,B,Inv2,5,2260,7,322.85714285714283
Inv2B3,B3,B,Inv2,6,2342,7,334.57142857142856
Inv2B3,B3,B,Inv2,7,2406,7,343.7142857142857
Inv2B3,B3,B,Inv2,8,2585,7,369.2857142857143
Inv2B3,B3,B,Inv2,9,2587,7,369.57142857142856
Inv2B4,B4,B,Inv2,0,2000,10,200
Inv2B4,B4,B,Inv2,1,1929,8,241.125
Inv2B4,B4,B,Inv2,10,3618,8,452.25
Inv2B4,B4,B,Inv2,11,3749,8,468.625
Inv2B4,B4,B,Inv2,12,3942,8,492.75
Inv2B4,B4,B,Inv2,13,3860,8,482.5
Inv2B4,B4,B,Inv2,14,3659,7,522.7142857142857
Inv2B4,B4,B,Inv2,2,2227,8,278.375
Inv2B4,B4,B,Inv2,3,2342,8,292.75
Inv2B4,B4,B,Inv2,4,2618,8,327.25
Inv2B4,B4,B,Inv2,5,2570,8,321.25
Inv2B4,B4,B,Inv2,6,2500,8,312.5
Inv2B4,B4,B,Inv2,7,2624,8,328
Inv2B4,B4,B,Inv2,8,3081,8,385.125
Inv2B4,B4,B,Inv2,9,3261,8,407.625
Inv2B5,B5,B,Inv2,0,2044,10,204.4
Inv2B5,B5,B,Inv2,1,2164,10,216.4
Inv2B5,B5,B,Inv2,10,3591,9,399
Inv2B5,B5,B,Inv2,11,3765,9,418.3333333333333
Inv2B5,B5,B,Inv2,12,3580,8,447.5
Inv2B5,B5,B,Inv2,13,3787,8,473.375
Inv2B5,B5,B,Inv2,14,3804,8,475.5
Inv2B5,B5,B,Inv2,2,2517,10,251.7
Inv2B5,B5,B,Inv2,3,2736,10,273.6
Inv2B5,B5,B,Inv2,4,2807,10,280.7
Inv2B5,B5,B,Inv2,5,2915,10,291.5
Inv2B5,B5,B,Inv2,6,2998,10,299.8
Inv2B5,B5,B,Inv2,7,2941,10,294.1
Inv2B5,B5,B,Inv2,8,3172,10,317.2
Inv2B5,B5,B,Inv2,9,3172,9,352.44444444444446
Inv2B6,B6,B,Inv2,0,1909,10,190.9
Inv2B6,B6,B,Inv2,1,2041,10,204.1
Inv2B6,B6,B,Inv2,10,4254,9,472.6666666666667
Inv2B6,B6,B,Inv2,11,4605,9,511.6666666666667
Inv2B6,B6,B,Inv2,12,4800,8,600
Inv2B6,B6,B,Inv2,13,4831,8,603.875
Inv2B6,B6,B,Inv2,14,4944,8,618
Inv2B6,B6,B,Inv2,2,2787,10,278.7
Inv2B6,B6,B,Inv2,3,2988,10,298.8
